CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Telephone Number,Provider SSA County Code,County/Parish,Ownership Type,Number of Certified Beds,Average Number of Residents per Day,Average Number of Residents per Day Footnote,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid Services,Affiliated Entity Name,Affiliated Entity ID,Continuing Care Retirement Community,Special Focus Status,Abuse Icon,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total number of nurse staff hours per resident per day on the weekend,Registered Nurse hours per resident per day on the weekend,Reported Physical Therapist Staffing Hours per Resident Per Day,Total nursing staff turnover,Total nursing staff turnover footnote,Registered Nurse turnover,Registered Nurse turnover footnote,Number of administrators who have left the nursing home,Administrator turnover footnote,Nursing Case-Mix Index,Nursing Case-Mix Index Ratio,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Adjusted Weekend Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2 Number of Complaint Health Deficiencies,Rating Cycle 2 Health Deficiency Score,Rating Cycle 2 Number of Health Revisits,Rating Cycle 2 Health Revisit Score,Rating Cycle 2 Total Health Score,Rating Cycle 3 Standard Health Survey Date,Rating Cycle 3 Total Number of Health Deficiencies,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 3 Number of Complaint Health Deficiencies,Rating Cycle 3 Health Deficiency Score,Rating Cycle 3 Number of Health Revisits,Rating Cycle 3 Health Revisit Score,Rating Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Citations from Infection Control Inspections,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Latitude,Longitude,Geocoding Footnote,Processing Date
215211.0,FRIENDS NURSING HOME,17340 QUAKER LANE,SANDY SPRING,MD,20860,3019247531,150,Montgomery,Non profit - Church related,82,65.3,,Medicare and Medicaid,N,FRIENDS HOUSE RETIREMENT COMMUNITY INC,1990-01-01,,,Y,,N,Y,N,Resident,Yes,5.0,,5.0,,4.0,,3.0,,4.0,,3.0,,,,2.29921,1.00694,0.6289,1.63585,3.93506,3.42707,0.60018,0.21621,34.2,,55.6,,2.0,,1.27493,0.93597,2.1667,0.81277,0.62251,3.60198,3.16626,2.44274,1.0698,0.66816,4.18071,3.64101,2021-05-20,3.0,3.0,0.0,8.0,1.0,0.0,8.0,2019-11-21,4.0,4.0,0.0,12.0,1.0,0.0,12.0,2018-10-10,6.0,6.0,0.0,16.0,1.0,0.0,16.0,10.667,0,0,,8,22966.26,0,8,"17340 QUAKER LANE,SANDY SPRING,MD,20860",39.1393,-77.028,,2025-03-01
215224.0,AUTUMN LAKE HEALTHCARE AT SILVER SPRING,2501 MUSGROVE ROAD,SILVER SPRING,MD,20904,3018905552,150,Montgomery,For profit - Corporation,148,133.6,,Medicare and Medicaid,N,2501 MUSGROVE ROAD OPCO LLC,1990-07-01,,,N,,N,N,N,Resident,Yes,3.0,,3.0,,3.0,,4.0,,2.0,,3.0,,,,1.96196,0.99926,0.5862,1.58546,3.54742,3.28105,0.57053,0.0,19.2,,35.0,,1.0,,1.40393,1.03067,2.38592,0.89501,0.68549,3.96642,3.48661,1.89292,0.96409,0.56557,3.42258,3.16559,2024-12-06,8.0,8.0,6.0,84.0,1.0,0.0,84.0,2019-08-02,15.0,9.0,6.0,52.0,1.0,0.0,52.0,2018-09-27,10.0,10.0,0.0,40.0,1.0,0.0,40.0,66.0,0,0,,0,0.0,0,0,"2501 MUSGROVE ROAD,SILVER SPRING,MD,20904",39.0678,-76.959,,2025-03-01
215228.0,ALTHEA WOODLAND NURSING HOME,1000 DALEVIEW DRIVE,SILVER SPRING,MD,20901,3014342646,150,Montgomery,For profit - Individual,50,45.5,,Medicare and Medicaid,N,"SILVER SPRING HEALTH, LLC",1991-06-01,,,N,,N,Y,N,Resident,Yes,4.0,,4.0,,3.0,,3.0,,,2.0,2.0,,,,2.15103,0.90509,0.38393,1.28903,3.44005,2.92146,0.38865,0.0,,6.0,,6.0,,6.0,1.16916,0.85831,1.98694,0.74534,0.57086,3.30314,2.90357,2.49206,1.04859,0.44481,3.98546,3.38465,2021-04-09,6.0,3.0,3.0,24.0,1.0,0.0,24.0,2019-07-11,10.0,10.0,0.0,36.0,1.0,0.0,36.0,2018-06-22,16.0,16.0,0.0,56.0,1.0,0.0,56.0,33.333,0,0,,1,662.73,0,1,"1000 DALEVIEW DRIVE,SILVER SPRING,MD,20901",39.0084,-76.992,,2025-03-01
215234.0,CARRIAGE HILL BETHESDA,5215 CEDAR LANE,BETHESDA,MD,20814,3018975500,150,Montgomery,For profit - Corporation,108,98.4,,Medicare and Medicaid,N,CARRIAGE HILL OPCO LLC,1991-08-08,VIERRA COMMUNITIES,597.0,N,,N,Y,N,Resident,Yes,3.0,,3.0,,4.0,,3.0,,4.0,,4.0,,,,1.95086,1.03107,0.7929,1.82397,3.77483,3.232,0.37285,0.12131,32.1,,28.6,,0.0,,1.37573,1.00996,2.338,0.87703,0.67172,3.88675,3.41658,1.92079,1.01518,0.78067,3.71664,3.18218,2020-02-14,7.0,7.0,0.0,28.0,1.0,0.0,28.0,2019-01-07,7.0,7.0,0.0,16.0,1.0,0.0,16.0,2018-02-01,25.0,7.0,18.0,207.0,1.0,0.0,207.0,53.833,0,4,20.0,2,99001.5,0,2,"5215 CEDAR LANE,BETHESDA,MD,20814",39.0055,-77.103,,2025-03-01
215246.0,BEDFORD COURT HEALTHCARE CENT.,3701 INTERNATIONAL DRIVE,SILVER SPRING,MD,20906,3015982900,150,Montgomery,For profit - Corporation,60,42.5,,Medicare and Medicaid,N,WELLTOWER CCRC OPCO LLC,1993-01-27,SUNRISE SENIOR LIVING,498.0,Y,,N,Y,N,Resident,Yes,5.0,,5.0,,4.0,,3.0,,5.0,,4.0,,,,2.52119,1.15894,0.57466,1.7336,4.2548,3.9279,0.60185,0.17079,28.6,,50.0,,2.0,,1.34564,0.98788,2.28687,0.85785,0.65703,3.80175,3.34187,2.53783,1.16659,0.57845,4.28287,3.95382,2020-02-27,5.0,2.0,3.0,24.0,1.0,0.0,24.0,2019-04-11,6.0,6.0,0.0,28.0,1.0,0.0,28.0,2018-04-12,12.0,12.0,0.0,64.0,1.0,0.0,64.0,32.0,0,0,,0,0.0,0,0,"3701 INTERNATIONAL DRIVE,SILVER SPRING,MD,20906",39.1036,-77.075,,2025-03-01
215272.0,MONTGOMERY VILLAGE  CARE CENTER,19301 WATKINS MILL ROAD,GAITHERSBURG,MD,20879,3015272500,150,Montgomery,For profit - Corporation,147,144.1,,Medicare and Medicaid,N,MONTGOMERY OPERATOR LLC,1995-03-14,,,N,,N,Y,N,Resident,Yes,5.0,,4.0,,5.0,,5.0,,4.0,,3.0,,,,1.99191,0.83713,0.7965,1.63363,3.62554,3.09839,0.50586,0.06136,29.5,,37.9,,0.0,,1.62074,1.18983,2.75438,1.03322,0.79135,4.57896,4.02506,1.66473,0.69963,0.66567,3.03002,2.58946,2021-01-28,2.0,2.0,0.0,8.0,1.0,0.0,8.0,2019-04-29,16.0,16.0,0.0,68.0,1.0,0.0,68.0,2018-04-30,19.0,19.0,0.0,52.0,1.0,0.0,52.0,35.333,0,0,,2,4893.2,0,2,"19301 WATKINS MILL ROAD,GAITHERSBURG,MD,20879",39.1673,-77.213,,2025-03-01
215287.0,MAPLEWOOD PARK PLACE,9707 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,3015300500,150,Montgomery,For profit - Individual,31,16.4,,Medicare and Medicaid,N,MAPLEWOOD PARK RETIREMENT SERVICES INC,1996-05-07,,,N,,N,Y,N,Resident,Yes,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,,,4.48249,1.007,1.47336,2.48036,6.96285,6.21002,1.08508,0.26592,20.0,,40.0,,0.0,,1.27427,0.93548,2.16558,0.81235,0.62219,3.60012,3.16463,4.76477,1.07041,1.56614,7.40133,6.60109,2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-08-02,2.0,2.0,0.0,24.0,1.0,0.0,24.0,2018-07-05,2.0,2.0,0.0,8.0,1.0,0.0,8.0,9.333,0,0,,0,0.0,0,0,"9707 OLD GEORGETOWN ROAD,BETHESDA,MD,20814",39.0137,-77.118,,2025-03-01
215315.0,AUTUMN LAKE HEALTHCARE AT OAK MANOR,3415 GREENCASTLE ROAD,BURTONSVILLE,MD,20866,2409705600,150,Montgomery,For profit - Corporation,145,128.9,,Medicare and Medicaid,N,3415 GREENCASTLE ROAD OPCO LLC,1998-12-24,AUTUMN LAKE HEALTHCARE,56.0,N,,N,Y,N,Resident,Yes,4.0,,4.0,,2.0,,2.0,,2.0,,2.0,,,,2.10442,1.40753,0.37732,1.78485,3.88927,3.55898,0.28508,0.07836,45.3,,53.8,,1.0,,1.54962,1.13762,2.63352,0.98788,0.75663,4.37803,3.84843,1.83947,1.23032,0.32981,3.39961,3.1109,2020-10-20,11.0,10.0,1.0,48.0,1.0,0.0,48.0,2019-01-22,13.0,13.0,0.0,48.0,1.0,0.0,48.0,2018-01-22,11.0,11.0,0.0,24.0,1.0,0.0,24.0,44.0,2,7,,0,0.0,0,0,"3415 GREENCASTLE ROAD,BURTONSVILLE,MD,20866",39.0971,-76.941,,2025-03-01
215320.0,TUCKERMAN REHABILITATION AND HEALTHCARE CENTER,5550 TUCKERMAN LANE,NORTH BETHESDA,MD,20852,3018978566,150,Montgomery,For profit - Corporation,41,33.3,,Medicare and Medicaid,N,TUCKERMAN OPERATOR LLC,1998-04-10,MARQUIS HEALTH SERVICES,336.0,N,,N,Y,N,Resident,Yes,5.0,,5.0,,5.0,,,2.0,5.0,,3.0,,,,1.85485,1.09791,0.92988,2.02779,3.88264,3.45544,0.53183,0.26128,44.4,,27.3,,1.0,,1.8155,1.33281,3.08537,1.15738,0.88645,5.12921,4.50874,1.38388,0.81914,0.69377,2.89679,2.57806,2021-02-25,1.0,1.0,0.0,4.0,1.0,0.0,4.0,2019-07-03,3.0,3.0,0.0,16.0,1.0,0.0,16.0,2018-05-14,13.0,13.0,0.0,48.0,1.0,0.0,48.0,15.333,0,0,,0,0.0,0,0,"5550 TUCKERMAN LANE,NORTH BETHESDA,MD,20852",39.0299,-77.113,,2025-03-01
215327.0,SLIGO CREEK HEALTHCARE,7525 CARROLL AVENUE,TAKOMA PARK,MD,20912,3012704200,150,Montgomery,For profit - Corporation,102,89.2,,Medicare and Medicaid,N,WOODSIDE PARK MD OPCO,1999-12-09,,,N,,N,Y,N,Resident,Yes,4.0,,4.0,,4.0,,5.0,,3.0,,2.0,,,,1.92727,0.89448,0.54818,1.44265,3.36993,3.1402,0.41663,0.25317,42.0,,35.7,,2.0,,1.4566,1.06933,2.47544,0.92858,0.71121,4.11523,3.61743,1.79221,0.83179,0.50976,3.13377,2.92014,2020-11-20,6.0,6.0,0.0,24.0,1.0,0.0,24.0,2019-05-10,10.0,10.0,0.0,24.0,1.0,0.0,24.0,2018-05-15,13.0,13.0,0.0,52.0,1.0,0.0,52.0,28.667,0,0,,0,0.0,0,0,"7525 CARROLL AVENUE,TAKOMA PARK,MD,20912",38.9821,-77.002,,2025-03-01
215338.0,AUTUMN LAKE HEALTHCARE AT OAKVIEW,2700 BARKER STREET,SILVER SPRING,MD,20910,3015650300,150,Montgomery,For profit - Corporation,138,120.7,,Medicare and Medicaid,N,"OAKVIEW OPERATOR, LLC",2002-01-28,AUTUMN LAKE HEALTHCARE,56.0,N,,N,N,N,Both,Yes,2.0,,2.0,,3.0,,3.0,,3.0,,3.0,,,,1.83103,1.04092,0.45852,1.49944,3.33046,3.08568,0.37484,0.04722,26.7,,18.8,,1.0,,1.3577,0.99673,2.30736,0.86554,0.66292,3.83582,3.37181,1.82674,1.03848,0.45745,3.32267,3.07845,2023-11-03,30.0,30.0,11.0,176.0,1.0,0.0,176.0,2019-10-25,17.0,17.0,0.0,84.0,1.0,0.0,84.0,2018-11-13,12.0,12.0,0.0,40.0,1.0,0.0,40.0,122.667,1,5,,1,1315.6,0,1,"2700 BARKER STREET,SILVER SPRING,MD,20910",39.0216,-77.057,,2025-03-01
215353.0,INGLESIDE AT KING FARM,701 KING FARM BOULEVARD,ROCKVILLE,MD,20850,2404999015,150,Montgomery,Non profit - Corporation,45,31.9,,Medicare and Medicaid,N,"KING FARM PRESBYTERIAN RETIREMENT COMMUNITY, INC.",2009-06-30,INGLESIDE ENGAGED LIVING,284.0,Y,,N,Y,N,Resident,Yes,5.0,,5.0,,4.0,,4.0,,5.0,,5.0,,,,3.29333,1.33913,1.32687,2.666,5.95933,5.40463,1.08087,0.16163,26.5,,28.6,,,6.0,1.31686,0.96675,2.23796,0.8395,0.64298,3.72044,3.27039,3.38751,1.37742,1.36482,6.12975,5.55918,2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-24,1.0,1.0,0.0,8.0,1.0,0.0,8.0,2018-04-26,3.0,3.0,0.0,12.0,1.0,0.0,12.0,4.667,0,0,,1,986.7,0,1,"701 KING FARM BOULEVARD,ROCKVILLE,MD,20850",39.112,-77.177,,2025-03-01
