State,CMS Certification Number (CCN),Provider Name,Address,City/Town,ZIP Code,Telephone Number,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,Footnote for quality of patient care star rating,Numerator for how often the home health team began their patients' care in a timely manner,Denominator for how often the home health team began their patients' care in a timely manner,How often the home health team began their patients' care in a timely manner,Footnote for how often the home health team began their patients' care in a timely manner,Numerator for how often the home health team determined whether patients received a flu shot for the current flu season,Denominator for how often the home health team determined whether patients received a flu shot for the current flu season,How often the home health team determined whether patients received a flu shot for the current flu season,Footnote for how often the home health team determined whether patients received a flu shot for the current flu season,Numerator for how often patients got better at walking or moving around,Denominator for how often patients got better at walking or moving around,How often patients got better at walking or moving around,Footnote for how often patients got better at walking or moving around,Numerator for how often patients got better at getting in and out of bed,Denominator for how often patients got better at getting in and out of bed,How often patients got better at getting in and out of bed,Footnote for how often patients got better at getting in and out of bed,Numerator for how often patients got better at bathing,Denominator for how often patients got better at bathing,How often patients got better at bathing,Footnote for how often patients got better at bathing,Numerator for how often patients' breathing improved,Denominator for how often patients' breathing improved,How often patients' breathing improved,Footnote for how often patients' breathing improved,Numerator for how often patients got better at taking their drugs correctly by mouth,Denominator for how often patients got better at taking their drugs correctly by mouth,How often patients got better at taking their drugs correctly by mouth,Footnote for how often patients got better at taking their drugs correctly by mouth,Numerator for Changes in skin integrity post-acute care: pressure ulcer/injury,Denominator for Changes in skin integrity post-acute care: pressure ulcer/injury,Changes in skin integrity post-acute care: pressure ulcer/injury,Footnote Changes in skin integrity post-acute care: pressure ulcer/injury,Numerator for how often physician-recommended actions to address medication issues were completely timely,Denominator for how often physician-recommended actions to address medication issues were completely timely,How often physician-recommended actions to address medication issues were completely timely,Footnote for how often physician-recommended actions to address medication issues were completely timely,Numerator for Percent of Residents Experiencing One or More Falls with Major Injury,Denominator for Percent of Residents Experiencing One or More Falls with Major Injury,Percent of Residents Experiencing One or More Falls with Major Injury,Footnote for Percent of Residents Experiencing One or More Falls with Major Injury,Numerator for Discharge Function Score,Denominator for Discharge Function Score,Discharge Function Score,Footnote for Discharge Function Score,Numerator for Transfer of Health Information to the Provider,Denominator for Transfer of Health Information to the Provider,Transfer of Health Information to the Provider,Footnote for Transfer of Health Information to the Provider,Numerator for Transfer of Health Information to the Patient,Denominator for Transfer of Health Information to the Patient,Transfer of Health Information to the Patient,Footnote for Transfer of Health Information to the Patient,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,Footnote for DTC Risk-Standardized Rate,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,Footnote for PPR Risk-Standardized Rate,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,Footnote for PPH Risk-Standardized Rate,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","Footnote for how much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
VA,497475,LIBERTY HOME CARE V LLC,797 WOODLAND DRIVE - SUITE 103,STUART,24171,2766944424,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,06/16/1994,3,-,279,292,95.5,-,140,174,80.5,-,167,201,89.5,-,188,201,91.3,-,181,201,90.6,-,182,191,93.4,-,156,190,81.3,-,0,206,0.0,-,287,292,98.3,-,5,292,1.7,-,151,199,75.88,-,35,36,97.22,-,161,170,94.71,-,258,408,63.24,68.27,63.66,72.19,Worse Than National Rate,-,4,217,1.84,3.43,2.34,4.78,Same As National Rate,-,25,195,12.82,11.25,8.33,15.41,Same As National Rate,-,0.98,-,723
VA,497478,"CARING NURSES ADVOCATES FOR PATIENTS, LTD",10875 MAIN STREET SUITE 201,FAIRFAX,22030,5714320230,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,06/23/1994,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,The number of patient episodes for this measure is too small to report.,-,5,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,3,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,3,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,The number of patient episodes for this measure is too small to report.,12
VA,497485,ENHABIT HOME HEALTH (RESTON),12355 SUNRISE VALLEY DRIVE SUITE 230,RESTON,20191,8047039927,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,12/29/1994,3.5,-,712,718,99.2,-,342,447,76.5,-,473,534,88.4,-,484,531,90.3,-,473,534,92.1,-,286,343,89.3,-,442,517,86.7,-,0,574,0.0,-,708,718,98.6,-,11,712,1.5,-,404,535,75.51,-,14,34,41.18,-,462,540,85.56,-,848,998,84.97,84.29,82.70,86.08,Better Than National Rate,-,34,993,3.42,4.22,3.29,5.47,Same As National Rate,-,36,385,9.35,11.06,8.26,14.89,Same As National Rate,-,0.96,-,"1,295"
VA,497490,CONTINUUM HOME HEALTH CARE,2205 FONTAINE AVENUE SUITE 104,CHARLOTTESVILLE,22903,4349842273,GOVERNMENT OPERATED,Yes,Yes,Yes,Yes,Yes,Yes,01/31/1995,3.5,-,"3,254","3,383",96.2,-,"1,454","2,077",70.0,-,"2,060","2,411",87.6,-,"2,107","2,351",90.4,-,"2,219","2,499",88.6,-,"1,642","1,871",91.5,-,"2,021","2,370",85.0,-,4,"2,615",0.3,-,"3,358","3,384",99.2,-,30,"3,378",0.9,-,"2,065","2,543",81.20,-,116,122,95.08,-,"2,475","2,493",99.28,-,"1,685","2,049",82.24,83.91,82.12,85.62,Better Than National Rate,-,50,"1,504",3.32,3.82,3.08,4.72,Same As National Rate,-,62,873,7.10,8.13,6.27,10.30,Same As National Rate,-,0.88,-,"2,325"
VA,497492,BALLAD HEALTH HOMECARE - ABINGDON,611 CAMPUS DRIVE SUITE 300,ABINGDON,24210,2765251227,NON-PROFIT,Yes,Yes,Yes,Yes,Yes,Yes,02/07/1995,4,-,652,652,100.0,-,204,420,48.6,-,427,463,90.2,-,427,462,90.3,-,438,463,93.4,-,416,456,91.4,-,438,461,88.9,-,3,472,0.4,-,565,652,86.7,-,2,646,0.3,-,339,464,73.06,-,-,-,-,The number of patient episodes for this measure is too small to report.,432,456,94.74,-,78,103,75.73,81.97,72.76,89.43,Same As National Rate,-,5,81,6.17,4.19,3.01,6.07,Same As National Rate,-,8,63,12.70,11.29,7.08,19.41,Same As National Rate,-,1.05,-,123
VA,497493,AT HOME CARE,8149 WALNUT GROVE ROAD,MECHANICSVLLE,23111,8043593400,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,01/20/1995,3.5,-,"6,319","6,371",99.2,-,"2,628","3,917",67.1,-,"4,333","4,707",88.5,-,"4,398","4,707",89.0,-,"4,388","4,707",89.3,-,"3,655","3,937",91.1,-,"4,130","4,690",84.9,-,4,"4,918",0.1,-,"6,245","6,371",98.0,-,60,"6,317",0.9,-,"3,402","4,696",72.44,-,680,775,87.74,-,"3,846","4,143",92.83,-,"7,019","8,290",84.67,85.75,84.93,86.65,Better Than National Rate,-,120,"4,953",2.42,3.36,2.84,3.94,Same As National Rate,-,280,"4,188",6.69,7.68,6.79,8.71,Better Than National Rate,-,0.96,-,"11,593"
VA,497497,SOVAH HOME HEALTH OF MARTINSVILLE,706 E CHURCH STREET SUITE A,MARTINSVILLE,24112,2766341950,PROPRIETARY,Yes,Yes,Yes,Yes,No,No,02/17/1995,3,-,492,515,95.5,-,186,333,55.9,-,277,317,85.3,-,287,317,88.5,-,280,317,85.4,-,306,337,87.5,-,277,316,85.3,-,0,353,0.0,-,408,515,79.2,-,5,511,1.0,-,197,315,62.54,-,-,-,-,The number of patient episodes for this measure is too small to report.,302,336,89.88,-,318,411,77.37,83.97,80.11,87.22,Better Than National Rate,-,6,274,2.19,3.34,2.39,4.79,Same As National Rate,-,18,184,9.78,8.84,5.86,12.48,Same As National Rate,-,0.90,-,691
VA,497498,AMEDISYS HOME HEALTH CARE,"6353 CENTER DRIVE, BLDG 8, SUITE 205",NORFOLK,23502,7574661340,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,No,03/01/1995,4,-,972,978,99.4,-,362,655,55.3,-,633,678,91.3,-,648,678,92.8,-,645,678,92.1,-,644,668,93.8,-,638,673,92.0,-,3,706,0.3,-,903,979,92.2,-,19,965,2.0,-,523,676,77.37,-,44,62,70.97,-,511,644,79.35,-,620,886,69.98,81.47,78.04,83.95,Better Than National Rate,-,27,505,5.35,4.34,3.15,5.74,Same As National Rate,-,53,381,13.91,10.98,8.88,13.63,Same As National Rate,-,1.03,-,"1,406"
VA,497502,"PROFESSIONAL HEALTHCARE RESOURCES, INC","7619 LITTLE RIVER TURNPIKE, SUITE 600",ANNANDALE,22003,7037528760,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,09/06/1995,3,-,83,83,100.0,-,43,47,91.5,-,49,66,71.7,-,59,66,86.2,-,52,66,78.8,-,44,45,100.0,-,49,65,77.8,-,0,67,0.0,-,75,83,90.4,-,0,83,0.0,-,44,66,66.67,-,-,-,-,The number of patient episodes for this measure is too small to report.,45,56,80.36,-,70,90,77.78,80.91,72.34,88.41,Same As National Rate,-,3,47,6.38,4.06,2.84,5.77,Same As National Rate,-,8,56,14.29,12.66,7.54,19.86,Same As National Rate,-,1.02,-,135
VA,497507,RIVERSIDE SHORE HOME HEALTH,23379 COMMERCE DR,ACCOMAC,23301,7577895000,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,12/08/1995,3,-,"1,571","1,577",99.6,-,713,"1,002",71.2,-,968,"1,133",84.9,-,953,"1,105",87.4,-,978,"1,142",83.7,-,810,929,87.2,-,927,"1,082",82.3,-,7,"1,176",0.7,-,"1,540","1,577",97.7,-,23,"1,576",1.5,-,911,"1,143",79.70,-,87,90,96.67,-,"1,067","1,086",98.25,-,932,"1,109",84.04,86.98,84.88,89.11,Better Than National Rate,-,29,715,4.06,4.08,3.13,5.12,Same As National Rate,-,51,564,9.04,8.89,6.84,11.38,Same As National Rate,-,0.92,-,"1,464"
VA,497508,ACCENTCARE HOME HEALTH OF VIRGINIA,7502 LEE DAVIS ROAD,MECHANICSVILLE,23111,8047691380,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,01/23/1996,4,-,703,753,93.4,-,260,464,56.0,-,536,554,92.1,-,531,554,91.9,-,531,554,90.4,-,483,497,93.0,-,520,554,87.8,-,1,574,0.2,-,676,754,89.7,-,8,748,1.1,-,371,552,67.21,-,64,75,85.33,-,476,499,95.39,-,425,580,73.28,79.06,75.02,82.71,Same As National Rate,-,12,363,3.31,3.71,2.81,5.01,Same As National Rate,-,26,288,9.03,8.50,6.34,11.66,Same As National Rate,-,0.99,-,860
VA,497533,ENHABIT HOME HEALTH (LYNCHBURG),306 GRISTMILL DRIVE UNIT C,FOREST,24551,4348463300,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,04/03/1997,3.5,-,"1,098","1,143",96.1,-,448,720,62.2,-,693,794,87.3,-,695,792,88.4,-,699,795,89.5,-,687,767,89.7,-,616,767,84.6,-,0,911,0.0,-,"1,134","1,143",99.2,-,12,"1,140",1.1,-,595,792,75.13,-,114,117,97.44,-,763,794,96.10,-,809,"1,040",77.79,85.87,83.73,88.45,Better Than National Rate,-,24,492,4.88,4.45,3.52,5.57,Same As National Rate,-,49,579,8.46,8.88,6.91,11.21,Same As National Rate,-,0.91,-,"1,481"
VA,497535,FIRST CHOICE HOME HEALTH CARE,46 SEVENTH STREET NW,NORTON,24273,2766797404,PROPRIETARY,Yes,Yes,No,No,No,Yes,04/28/1997,2,-,79,79,100.0,-,59,66,89.4,-,14,23,75.4,-,10,22,62.9,-,13,23,63.8,-,10,23,45.9,-,-,-,-,The number of patient episodes for this measure is too small to report.,1,24,3.9,-,79,79,100.0,-,1,79,1.3,-,18,21,85.71,-,-,-,-,The number of patient episodes for this measure is too small to report.,22,23,95.65,-,39,94,41.49,46.78,36.40,57.57,Worse Than National Rate,-,1,29,3.45,3.84,2.62,5.23,Same As National Rate,-,14,45,31.11,16.88,11.60,23.22,Worse Than National Rate,-,0.89,-,641
VA,497536,AMERICAN HEALTH CARE PROFESSIONALS,"752 WALKER ROAD, SUITE E",GREAT FALLS,22066,7033882813,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,02/10/1997,3,-,31,33,93.9,-,-,-,-,The number of patient episodes for this measure is too small to report.,16,27,75.7,-,15,27,75.5,-,21,26,95.6,-,-,-,-,The number of patient episodes for this measure is too small to report.,16,21,88.5,-,0,27,0.0,-,31,33,93.9,-,1,33,3.0,-,20,27,74.07,-,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,37,46,80.43,81.91,73.81,92.60,Same As National Rate,-,-,14,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,3,30,10.00,10.45,5.63,19.70,Same As National Rate,-,0.97,-,79
VA,497538,AMEDISYS HOME HEALTH,4589 LIFESTYLE LANE,MIDLOTHIAN,23112,8046397903,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,05/15/1997,4,-,"6,325","6,333",99.9,-,"2,208","4,044",54.6,-,"4,303","4,483",91.1,-,"4,332","4,480",93.0,-,"4,361","4,483",92.0,-,"4,152","4,278",92.8,-,"4,369","4,460",90.8,-,9,"4,538",0.2,-,"5,709","6,333",90.1,-,45,"6,292",0.7,-,"3,279","4,468",73.39,-,50,147,34.01,-,"1,965","4,391",44.75,-,"4,328","5,852",73.96,80.79,79.55,81.84,Better Than National Rate,-,160,"4,489",3.56,3.61,3.17,4.11,Same As National Rate,-,381,"2,963",12.86,10.85,9.94,11.98,Worse Than National Rate,-,1.01,-,"8,696"
VA,497541,"HOME & HEART HEALTH, INC",701 KENMORE AVE SUITE 101A,FREDERICKSBURG,22401,5408993666,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,08/27/1997,4,-,"1,162","1,163",99.9,-,522,682,76.5,-,911,954,90.0,-,919,953,91.2,-,935,956,91.8,-,878,889,93.6,-,914,949,89.2,-,0,965,0.0,-,"1,163","1,164",99.9,-,9,"1,164",0.8,-,687,954,72.01,-,47,51,92.16,-,885,912,97.04,-,757,882,85.83,87.62,84.64,89.74,Better Than National Rate,-,21,479,4.38,4.16,3.03,5.46,Same As National Rate,-,31,433,7.16,7.91,5.64,10.29,Same As National Rate,-,0.94,-,"1,122"
VA,497545,SOUTHWEST VA HOME HEALTH CARE,2752 GLENDALE RD,GALAX,24333,2762361222,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,06/30/1998,2,-,99,111,89.2,-,30,78,38.5,-,38,57,80.2,-,24,56,66.5,-,39,58,69.2,-,29,49,66.3,-,23,38,74.0,-,0,58,0.0,-,97,111,87.4,-,5,111,4.5,-,31,55,56.36,-,-,-,-,The number of patient episodes for this measure is too small to report.,46,54,85.19,-,50,147,34.01,38.12,30.08,46.21,Worse Than National Rate,-,4,55,7.27,4.17,2.86,6.32,Same As National Rate,-,12,70,17.14,14.31,9.31,21.17,Same As National Rate,-,0.98,-,417
VA,497546,ADVANCED HEALTH SERVICES,4419 PHEASANT RIDGE ROAD SUITE 103,ROANOKE,24014,5409949811,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,No,07/15/1998,3.5,-,408,468,87.2,-,257,328,78.4,-,321,360,90.1,-,334,360,88.0,-,338,362,90.4,-,299,330,88.9,-,296,317,89.8,-,1,370,0.2,-,395,471,83.9,-,5,468,1.1,-,241,362,66.57,-,-,-,-,The number of patient episodes for this measure is too small to report.,333,354,94.07,-,285,368,77.45,83.02,78.41,86.65,Better Than National Rate,-,6,254,2.36,3.47,2.52,4.99,Same As National Rate,-,12,118,10.17,9.86,5.91,14.01,Same As National Rate,-,0.98,-,576
VA,497547,CONTINUUM PEDIATRIC NURSING SERVICES,8230 LEESBURG PIKE SUITE 740,VIENNA,22182,7035060123,PROPRIETARY,Yes,No,Yes,No,No,No,08/13/1998,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-
VA,497548,ALLCARE HOME HEALTH,242 NORDAN DRIVE,DANVILLE,24540,4348365883,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,11/04/1998,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,6,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,12,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,The number of patient episodes for this measure is too small to report.,12
VA,497549,MEDI HOME HEALTH AGENCY,4820 SOUTHPOINT DRIVE SUITE 103,FREDERICKSBURG,22407,5403617696,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,11/03/1998,3,-,419,423,99.1,-,197,239,82.4,-,221,279,83.7,-,230,278,84.1,-,218,278,83.9,-,235,261,89.7,-,198,276,81.3,-,2,303,0.1,-,420,424,99.1,-,7,423,1.7,-,172,278,61.87,-,41,74,55.41,-,157,228,68.86,-,495,636,77.83,80.42,76.99,83.34,Better Than National Rate,-,15,297,5.05,4.06,3.11,5.33,Same As National Rate,-,45,373,12.06,12.62,9.56,16.66,Same As National Rate,-,1.01,-,851
VA,497550,MEDSTAR HEALTH HOME CARE,4040 NORTH FAIRFAX DRIVE - SUITE 625,ARLINGTON,22203,7037481533,NON-PROFIT,Yes,Yes,Yes,No,No,Yes,07/24/1998,3.5,-,243,255,95.3,-,132,162,81.5,-,178,208,86.1,-,193,208,92.4,-,181,209,86.7,-,117,139,89.9,-,167,196,84.9,-,0,211,0.0,-,246,255,96.5,-,2,254,0.8,-,176,208,84.62,-,-,-,-,The number of patient episodes for this measure is too small to report.,194,199,97.49,-,234,298,78.52,78.68,73.12,82.17,Same As National Rate,-,3,218,1.38,3.59,2.53,5.57,Same As National Rate,-,13,147,8.84,9.72,6.38,13.75,Same As National Rate,-,1.05,-,407
VA,497552,HUMAN TOUCH HOME HEALTH CARE,"113 PARK AVENUE, SUITE 300",FALLS CHURCH,22046,7035310540,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,12/23/1998,3,-,304,307,99.0,-,169,175,96.6,-,230,270,81.3,-,247,270,86.1,-,231,270,84.4,-,172,198,88.7,-,233,269,81.0,-,1,270,0.4,-,307,307,100.0,-,1,307,0.3,-,195,269,72.49,-,10,25,40.00,-,232,244,95.08,-,67,82,81.71,82.65,72.21,89.59,Same As National Rate,-,2,42,4.76,3.99,2.80,5.60,Same As National Rate,-,1,32,3.12,8.25,4.64,14.54,Same As National Rate,-,0.84,-,132
VA,497557,"PSA HEALTHCARE, INC",6330 N CENTER DRIVE  SUITE 142,NORFOLK,23502,7574616310,PROPRIETARY,Yes,No,No,Yes,No,No,04/20/1999,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-
VA,497559,"CAREGIVERS HOME HEALTH SERVICES, INC","8500 LEESBURG PIKE, SUITE 500",TYSONS,22182,7035326210,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,11/08/1999,3.5,-,"3,699","3,701",99.9,-,"2,005","2,298",87.2,-,"2,267","2,519",87.3,-,"2,319","2,517",89.4,-,"2,294","2,519",91.9,-,"2,387","2,523",90.8,-,"2,329","2,497",89.6,-,5,"2,586",0.0,-,"3,671","3,702",99.2,-,27,"3,700",0.7,-,"1,948","2,517",77.39,-,147,168,87.50,-,"2,348","2,412",97.35,-,"1,624","2,277",71.32,73.95,72.47,75.49,Worse Than National Rate,-,54,"1,464",3.69,4.27,3.52,5.23,Same As National Rate,-,137,"1,017",13.47,13.81,11.70,15.99,Worse Than National Rate,-,0.97,-,"3,411"
VA,497564,ENHABIT HOME HEALTH,100 GATEWAY CENTRE PKWY SUITE 205A,NORTH CHESTERFIELD,23235,8043771188,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,07/13/2000,2,-,"1,062","1,344",79.0,-,405,894,45.3,-,660,911,74.6,-,704,898,80.2,-,721,913,81.7,-,606,770,81.0,-,665,895,80.6,-,2,"1,004",0.1,-,"1,290","1,345",95.9,-,26,"1,334",1.9,-,554,897,61.76,-,37,64,57.81,-,806,940,85.74,-,"1,549","2,080",74.47,77.08,75.34,78.94,Same As National Rate,-,42,"1,300",3.23,3.79,2.96,4.57,Same As National Rate,-,129,914,14.11,14.30,12.31,16.57,Worse Than National Rate,-,1.04,-,"3,668"
VA,497565,SENTARA HOME CARE SERVICES,229 NORTH MONROE AVE,COVINGTON,24456,5408632140,PROPRIETARY,Yes,Yes,No,No,Yes,Yes,10/04/2000,3.5,-,685,716,95.7,-,332,429,77.4,-,518,579,84.6,-,532,578,88.6,-,524,579,87.5,-,425,476,89.2,-,532,573,85.8,-,5,589,0.9,-,709,717,98.9,-,4,714,0.6,-,411,578,71.11,-,29,72,40.28,-,515,517,99.61,-,520,638,81.50,86.26,83.29,88.50,Better Than National Rate,-,21,383,5.48,4.39,3.21,5.78,Same As National Rate,-,14,308,4.55,5.39,3.70,7.62,Better Than National Rate,-,0.87,-,806
VA,497566,AMEDISYS HOME HEALTH CARE,16009 PORTERFIELD HIGHWAY,ABINGDON,24210,2766192532,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,12/20/2000,3.5,-,"2,020","2,025",99.8,-,660,"1,340",49.3,-,"1,173","1,286",90.1,-,"1,201","1,286",92.7,-,"1,196","1,287",91.5,-,"1,198","1,267",90.0,-,"1,084","1,275",83.8,-,1,"1,341",0.1,-,"1,913","2,026",94.4,-,24,"1,710",1.4,-,851,"1,248",68.19,-,152,197,77.16,-,745,"1,144",65.12,-,"1,257","1,783",70.50,77.42,75.54,79.74,Same As National Rate,-,39,806,4.84,4.33,3.31,5.48,Same As National Rate,-,151,883,17.10,15.15,13.51,17.31,Worse Than National Rate,-,1.08,-,"3,769"
VA,497567,HUMAN TOUCH HOME HEALTH,1701  FALL HILL AVE  101,FREDERICKSBURG,22401,7037260110,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,01/10/2001,2.5,-,284,284,100.0,-,129,167,77.2,-,148,194,72.5,-,169,195,82.4,-,156,194,78.7,-,156,199,73.5,-,158,195,74.2,-,0,201,0.0,-,283,284,99.6,-,0,284,0.0,-,142,194,73.20,-,-,-,-,The number of patient episodes for this measure is too small to report.,192,193,99.48,-,106,145,73.10,77.20,69.19,83.04,Same As National Rate,-,5,114,4.39,3.93,2.70,5.32,Same As National Rate,-,8,58,13.79,10.56,6.44,15.61,Same As National Rate,-,0.91,-,204
VA,497568,ESPRIT HOME HEALTHCARE LLC,4209 EVERGREEN LANE SUITE 101,ANNANDALE,22003,7039987400,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,03/22/2001,4.5,-,200,200,100.0,-,133,136,97.8,-,147,158,90.9,-,151,158,92.5,-,144,158,92.8,-,148,150,97.2,-,149,158,91.9,-,0,158,0.0,-,199,200,99.5,-,1,200,0.5,-,116,158,73.42,-,14,30,46.67,-,118,128,92.19,-,245,313,78.27,79.15,75.14,83.00,Same As National Rate,-,6,128,4.69,4.03,2.88,5.85,Same As National Rate,-,7,160,4.38,6.70,4.19,10.50,Same As National Rate,-,0.94,-,551
