CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Telephone Number,Provider SSA County Code,County/Parish,Ownership Type,Number of Certified Beds,Average Number of Residents per Day,Average Number of Residents per Day Footnote,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid Services,Affiliated Entity Name,Affiliated Entity ID,Continuing Care Retirement Community,Special Focus Status,Abuse Icon,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total number of nurse staff hours per resident per day on the weekend,Registered Nurse hours per resident per day on the weekend,Reported Physical Therapist Staffing Hours per Resident Per Day,Total nursing staff turnover,Total nursing staff turnover footnote,Registered Nurse turnover,Registered Nurse turnover footnote,Number of administrators who have left the nursing home,Administrator turnover footnote,Nursing Case-Mix Index,Nursing Case-Mix Index Ratio,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Adjusted Weekend Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2 Number of Complaint Health Deficiencies,Rating Cycle 2 Health Deficiency Score,Rating Cycle 2 Number of Health Revisits,Rating Cycle 2 Health Revisit Score,Rating Cycle 2 Total Health Score,Rating Cycle 3 Standard Health Survey Date,Rating Cycle 3 Total Number of Health Deficiencies,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 3 Number of Complaint Health Deficiencies,Rating Cycle 3 Health Deficiency Score,Rating Cycle 3 Number of Health Revisits,Rating Cycle 3 Health Revisit Score,Rating Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Citations from Infection Control Inspections,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Latitude,Longitude,Geocoding Footnote,Processing Date
215120.0,AUTUMN LAKE HEALTHCARE AT CROFTON,2131 DAVIDSONVILLE ROAD,CROFTON,MD,21114,4107211000,10,Anne Arundel,For profit - Limited Liability company,180,158.9,,Medicare and Medicaid,N,"2131 DAVIDSONVILLE OPCO, LLC",1980-01-01,AUTUMN LAKE HEALTHCARE,56.0,N,,N,N,N,Both,Yes,4.0,,4.0,,4.0,,5.0,,3.0,,2.0,,,,2.29609,1.23676,0.45345,1.6902,3.9863,3.65055,0.28488,0.13913,41.4,,14.3,,,6.0,1.57357,1.15521,2.67423,1.00316,0.76832,4.44571,3.90793,1.97646,1.06459,0.39032,3.43137,3.14236,2024-02-20,13.0,13.0,2.0,52.0,1.0,0.0,52.0,2019-03-25,4.0,4.0,0.0,16.0,1.0,0.0,16.0,2017-11-09,5.0,5.0,0.0,16.0,1.0,0.0,16.0,34.0,0,0,,0,0.0,0,0,"2131 DAVIDSONVILLE ROAD,CROFTON,MD,21114",39.0111,-76.682,,2025-03-01
215125.0,THE VILLAGE AT ROCKVILLE,9701 VEIRS DRIVE,ROCKVILLE,MD,20850,3014249560,150,Montgomery,Non profit - Corporation,160,137.4,,Medicare and Medicaid,N,"THE VILLAGE AT ROCKVILLE, INC.",1980-07-25,NATIONAL LUTHERAN COMMUNITIES & SERVICES,365.0,Y,,N,N,N,Resident,Yes,3.0,,2.0,,5.0,,4.0,,5.0,,4.0,,,,2.28706,1.13342,0.75224,1.88566,4.17273,3.88317,0.5531,0.05811,32.0,,48.0,,0.0,,1.43147,1.05089,2.43273,0.91257,0.69894,4.04424,3.55502,2.16412,1.07249,0.7118,3.94841,3.67442,2024-10-11,22.0,21.0,5.0,128.0,1.0,0.0,128.0,2019-10-24,6.0,6.0,0.0,145.0,1.0,0.0,145.0,2018-07-19,10.0,10.0,0.0,32.0,1.0,0.0,32.0,117.667,0,0,,1,17345.25,0,1,"9701 VEIRS DRIVE,ROCKVILLE,MD,20850",39.0773,-77.196,,2025-03-01
215138.0,MARLEY NECK HEALTH AND REHABILITATION CENTER,7575 EAST HOWARD ROAD,GLEN BURNIE,MD,21060,4107688200,10,Anne Arundel,For profit - Limited Liability company,95,92.1,,Medicare and Medicaid,N,"HOWARD LEASING CO., LLC",1982-07-01,COMMUNICARE HEALTH,153.0,N,,N,Y,N,Resident,Yes,4.0,,3.0,,5.0,,5.0,,5.0,,3.0,,,,1.7872,0.96953,0.60224,1.57177,3.35897,2.97151,0.30195,0.03373,33.3,,46.7,,0.0,,1.3778,1.01148,2.34152,0.87835,0.67273,3.8926,3.42172,1.757,0.95315,0.59207,3.30222,2.92131,2022-05-27,12.0,12.0,0.0,52.0,1.0,0.0,52.0,2018-10-16,22.0,22.0,0.0,100.0,1.0,0.0,100.0,2017-06-23,9.0,9.0,0.0,40.0,1.0,0.0,40.0,66.0,0,0,,0,0.0,0,0,"7575 EAST HOWARD ROAD,GLEN BURNIE,MD,21060",39.1531,-76.585,,2025-03-01
215141.0,AUTUMN LAKE HEALTHCARE AT PATUXENT RIVER,14200 LAUREL PARK DRIVE,LAUREL,MD,20707,4107924717,160,Prince Georges,For profit - Corporation,153,131.5,,Medicare and Medicaid,N,14200 LAUREL PARK DRIVE OPCO LLC,1982-02-24,AUTUMN LAKE HEALTHCARE,56.0,N,,N,Y,N,Both,Yes,3.0,,3.0,,3.0,,4.0,,2.0,,2.0,,,,1.98547,1.15302,0.6678,1.82081,3.80629,3.28758,0.49154,0.0,53.7,,44.1,,2.0,,1.51285,1.11063,2.57103,0.96444,0.73867,4.27415,3.75712,1.77768,1.03235,0.59791,3.40794,2.94352,2022-05-06,16.0,16.0,6.0,92.0,1.0,0.0,92.0,2018-09-19,17.0,17.0,0.0,76.0,1.0,0.0,76.0,2017-05-30,11.0,9.0,2.0,52.0,1.0,0.0,52.0,80.0,3,2,,1,15592.85,0,1,"14200 LAUREL PARK DRIVE,LAUREL,MD,20707",39.0845,-76.879,,2025-03-01
215143.0,COMPLETE CARE AT SEVERNA PARK LLC,310 GENESIS WAY,SEVERNA PARK,MD,21146,4105444220,10,Anne Arundel,For profit - Corporation,138,129.3,,Medicare and Medicaid,N,COMPLETE CARE AT SEVERNA PARK LLC,1982-09-01,COMPLETE CARE,157.0,N,,N,Y,N,Resident,Yes,2.0,,3.0,,3.0,,4.0,,2.0,,1.0,,,,1.87204,1.05155,0.68064,1.73219,3.60422,3.29792,0.51383,0.0132,66.0,,65.6,,0.0,,1.57608,1.15705,2.6785,1.00476,0.76955,4.4528,3.91417,1.60887,0.90372,0.58495,3.09754,2.8343,2021-07-26,18.0,18.0,0.0,100.0,1.0,0.0,100.0,2018-08-22,14.0,6.0,8.0,68.0,1.0,0.0,68.0,2017-05-18,8.0,8.0,0.0,48.0,1.0,0.0,48.0,80.667,0,0,,0,0.0,0,0,"310 GENESIS WAY,SEVERNA PARK,MD,21146",39.082,-76.57,,2025-03-01
215145.0,COMPLETE CARE AT HYATTSVILLE,4922 LASALLE ROAD,HYATTSVILLE,MD,20782,3018642333,160,Prince Georges,For profit - Corporation,270,268.6,,Medicare and Medicaid,N,COMPLETE CARE AT HYATTSVILLE LLC,1982-11-01,COMPLETE CARE,157.0,N,,N,N,N,Resident,Yes,2.0,,1.0,,5.0,,5.0,,5.0,,2.0,,,,1.8507,1.27502,0.65236,1.92738,3.77809,3.26752,0.42381,0.08387,40.1,,39.6,,0.0,,1.62726,1.19462,2.76546,1.03738,0.79454,4.59737,4.04125,1.54052,1.06132,0.54302,3.14486,2.71987,2023-03-09,40.0,40.0,8.0,274.0,2.0,137.0,411.0,2019-09-19,2.0,0.0,2.0,179.0,0.0,0.0,179.0,2018-05-24,4.0,4.0,0.0,20.0,1.0,0.0,20.0,268.5,5,5,,1,146584.75,0,1,"4922 LASALLE ROAD,HYATTSVILLE,MD,20782",38.9517,-76.978,,2025-03-01
215146.0,FT WASHINGTON HEALTH CENTER,12021 LIVINGSTON ROAD,FORT WASHINGTON,MD,20744,3012920300,160,Prince Georges,For profit - Corporation,150,135.5,,Medicare and Medicaid,N,"LIVINGSTON LEASING CO., LLC",1983-06-01,COMMUNICARE HEALTH,153.0,N,,N,N,N,Resident,Yes,3.0,,3.0,,4.0,,5.0,,3.0,,2.0,,,,1.78871,1.2202,0.35384,1.57404,3.36275,2.90758,0.30955,0.05194,44.2,,63.2,,3.0,,1.3022,0.95599,2.21305,0.83016,0.63582,3.67903,3.23399,1.86057,1.26922,0.36806,3.49785,3.02439,2024-02-02,14.0,14.0,1.0,76.0,1.0,0.0,76.0,2019-04-17,28.0,5.0,23.0,136.0,1.0,0.0,136.0,2017-11-17,3.0,3.0,0.0,12.0,1.0,0.0,12.0,85.333,0,0,,1,7442.5,0,1,"12021 LIVINGSTON ROAD,FORT WASHINGTON,MD,20744",38.7242,-76.988,,2025-03-01
215148.0,AUTUMN LAKE HEALTHCARE AT WAUGH CHAPEL,1221 WAUGH CHAPEL ROAD,GAMBRILLS,MD,21054,4109232020,10,Anne Arundel,For profit - Corporation,110,102.2,,Medicare and Medicaid,N,1221 WAUGH CHAPEL OPCO LLC,1983-07-01,AUTUMN LAKE HEALTHCARE,56.0,N,,N,Y,N,Resident,Yes,3.0,,4.0,,4.0,,4.0,,5.0,,1.0,,,,1.70916,1.42217,0.68258,2.10475,3.81391,3.43453,0.54237,0.0,,6.0,,6.0,0.0,,1.70476,1.25152,2.89717,1.08679,0.83238,4.81633,4.23372,1.35802,1.12999,0.54235,3.03036,2.72892,2020-02-03,11.0,11.0,0.0,60.0,1.0,0.0,60.0,2018-08-01,5.0,5.0,0.0,20.0,1.0,0.0,20.0,2017-04-28,10.0,10.0,0.0,56.0,1.0,0.0,56.0,46.0,0,0,,0,0.0,0,0,"1221 WAUGH CHAPEL ROAD,GAMBRILLS,MD,21054",39.0414,-76.679,,2025-03-01
215151.0,COMPLETE CARE AT LAPLATA LLC,1 MAGNOLIA DRIVE,LAPLATA,MD,20646,3019344001,80,Charles,For profit - Corporation,142,130.2,,Medicare and Medicaid,N,COMPLETE CARE AT LA PLATA LLC,1984-03-19,COMPLETE CARE,157.0,N,,N,Y,N,Resident,Yes,4.0,,3.0,,5.0,,5.0,,5.0,,2.0,,,,1.85167,0.86112,0.66296,1.52408,3.37575,3.01495,0.50429,0.02163,43.1,,58.6,,1.0,,1.43324,1.05218,2.43573,0.91369,0.6998,4.04922,3.5594,1.74997,0.81383,0.62655,3.19035,2.84936,2020-01-30,20.0,2.0,18.0,104.0,1.0,0.0,104.0,2018-07-27,9.0,9.0,0.0,44.0,1.0,0.0,44.0,2017-04-11,8.0,8.0,0.0,28.0,1.0,0.0,28.0,71.333,0,0,,0,0.0,0,0,"1 MAGNOLIA DRIVE,LAPLATA,MD,20646",38.5365,-76.988,,2025-03-01
215164.0,SHADY GROVE NURSING AND REHABILITATION CENTER,9701 MEDICAL CENTER DRIVE,ROCKVILLE,MD,20850,3013151900,150,Montgomery,For profit - Limited Liability company,134,133.3,,Medicare and Medicaid,N,SHADY GROVE SNF LLC,1987-06-05,,,N,,N,Y,N,Resident,Yes,3.0,,2.0,,5.0,,5.0,,4.0,,3.0,,,,1.92803,1.00416,0.5758,1.57996,3.50799,3.12839,0.32022,0.18135,41.1,,33.3,,0.0,,1.46734,1.07722,2.49369,0.93543,0.71646,4.14558,3.64411,1.77979,0.92695,0.53153,3.23826,2.88785,2021-01-15,24.0,14.0,10.0,132.0,1.0,0.0,132.0,2019-04-12,17.0,17.0,0.0,72.0,1.0,0.0,72.0,2018-03-19,22.0,20.0,2.0,96.0,2.0,48.0,144.0,114.0,0,9,,0,0.0,0,0,"9701 MEDICAL CENTER DRIVE,ROCKVILLE,MD,20850",39.1016,-77.196,,2025-03-01
215165.0,AUTUMN LAKE HEALTHCARE AT BRADFORD OAKS,7520 SURRATTS ROAD,CLINTON,MD,20735,3018561660,160,Prince Georges,For profit - Corporation,180,168.9,,Medicare and Medicaid,N,7520 SURRATTS OPCO LLC,1987-06-04,AUTUMN LAKE HEALTHCARE,56.0,N,,N,Y,N,Resident,Yes,3.0,,3.0,,2.0,,5.0,,1.0,,2.0,,,,2.16117,0.84386,0.44834,1.2922,3.45337,3.09915,0.42338,0.03225,46.8,,31.8,,1.0,,1.43493,1.05342,2.43861,0.91477,0.70063,4.054,3.5636,2.04006,0.79658,0.42322,3.25986,2.92549,2019-12-10,5.0,5.0,0.0,40.0,2.0,20.0,60.0,2018-07-11,14.0,14.0,0.0,76.0,1.0,0.0,76.0,2017-03-30,9.0,9.0,0.0,68.0,1.0,0.0,68.0,66.667,0,0,,0,0.0,0,0,"7520 SURRATTS ROAD,CLINTON,MD,20735",38.7504,-76.875,,2025-03-01
215168.0,LAYHILL NURSING AND REHABILITATION CENTER,3227 BEL PRE ROAD,SILVER SPRING,MD,20906,3018712000,150,Montgomery,For profit - Limited Liability company,129,128.9,,Medicare and Medicaid,N,LAYHILL SNF LLC,1987-11-02,,,N,SFF Candidate,Y,N,N,Resident,Yes,1.0,,1.0,,4.0,,5.0,,2.0,,2.0,,,,1.87235,0.84043,0.75388,1.59431,3.46667,2.85512,0.51377,0.18559,47.7,,55.6,,1.0,,1.61264,1.18389,2.74062,1.02806,0.7874,4.55607,4.00494,1.57267,0.70591,0.63321,2.9118,2.39814,2024-09-23,70.0,46.0,32.0,545.0,2.0,273.0,818.0,2019-09-27,7.0,7.0,0.0,48.0,1.0,0.0,48.0,2018-10-16,16.0,16.0,0.0,72.0,1.0,0.0,72.0,437.0,1,0,,2,159362.5,1,3,"3227 BEL PRE ROAD,SILVER SPRING,MD,20906",39.0914,-77.063,,2025-03-01
215171.0,MONTCARE AT POTOMAC,10714 POTOMAC TENNIS LANE,POTOMAC,MD,20854,3012992453,150,Montgomery,For profit - Limited Liability company,158,146.4,,Medicare and Medicaid,N,POTOMAC OPERATOR LLC,1988-06-24,,,N,,N,N,N,Resident,Yes,5.0,,5.0,,5.0,,5.0,,5.0,,3.0,,,,1.72081,0.80421,0.94671,1.75093,3.47173,2.93267,0.6888,0.08192,26.6,,26.9,,0.0,,1.76074,1.29262,2.99232,1.12248,0.85971,4.97451,4.37276,1.3238,0.61867,0.7283,2.67076,2.25607,2024-09-30,11.0,10.0,3.0,44.0,1.0,0.0,44.0,2019-10-10,2.0,2.0,0.0,4.0,1.0,0.0,4.0,2018-08-03,4.0,4.0,0.0,16.0,1.0,0.0,16.0,26.0,0,0,,0,0.0,0,0,"10714 POTOMAC TENNIS LANE,POTOMAC,MD,20854",39.0308,-77.201,,2025-03-01
215174.0,GINGER COVE,4000 RIVER CRESCENT DRIVE,ANNAPOLIS,MD,21401,4102667300,10,Anne Arundel,Non profit - Corporation,55,41.3,,Medicare,N,"ANNAPOLIS LIFE CARE, INC.",1988-09-16,,,Y,,N,N,N,Resident,Yes,5.0,,5.0,,2.0,,4.0,,1.0,,5.0,,,,2.30787,1.13055,0.82248,1.95303,4.2609,3.96474,0.81218,0.05456,10.5,,11.1,,0.0,,1.06458,0.78154,1.80921,0.67867,0.5198,3.00768,2.64385,2.93642,1.43846,1.04649,5.42137,5.04455,2024-06-04,9.0,9.0,3.0,32.0,1.0,0.0,32.0,2019-06-07,2.0,2.0,0.0,8.0,1.0,0.0,8.0,2018-02-09,8.0,8.0,0.0,36.0,1.0,0.0,36.0,24.667,0,0,,1,994.1,0,1,"4000 RIVER CRESCENT DRIVE,ANNAPOLIS,MD,21401",38.9613,-76.559,,2025-03-01
215177.0,AUTUMN LAKE HEALTHCARE AT CHERRY LANE,9001 CHERRY LANE,LAUREL,MD,20708,3014988558,160,Prince Georges,For profit - Limited Liability company,155,147.7,,Medicare and Medicaid,N,CHERRY LANE OPERATING GROUP LLC,1988-11-04,AUTUMN LAKE HEALTHCARE,56.0,N,,N,N,N,Both,Yes,4.0,,3.0,,5.0,,5.0,,5.0,,3.0,,,,1.9191,1.20367,0.54678,1.75044,3.66955,3.29963,0.47167,0.07281,27.8,,16.7,,0.0,,1.61258,1.18385,2.74052,1.02802,0.78737,4.55592,4.00481,1.61199,1.01104,0.45928,3.08231,2.77159,2023-08-04,22.0,22.0,7.0,120.0,1.0,0.0,120.0,2019-01-28,7.0,4.0,3.0,28.0,1.0,0.0,28.0,2017-09-28,7.0,6.0,1.0,36.0,1.0,0.0,36.0,75.333,0,0,,0,0.0,0,0,"9001 CHERRY LANE,LAUREL,MD,20708",39.0862,-76.851,,2025-03-01
215186.0,FUTURE CARE CHESAPEAKE,305 COLLEGE PARKWAY,ARNOLD,MD,21012,4106470015,10,Anne Arundel,For profit - Corporation,152,98.3,,Medicare and Medicaid,N,"BAY MANOR NURSING HOME, INC.",1989-01-11,FUTURE CARE/LIFEBRIDGE HEALTH,232.0,N,,N,N,N,Resident,Yes,4.0,,4.0,,4.0,,2.0,,5.0,,4.0,,,,2.16807,0.94699,1.46339,2.41038,4.57844,3.7851,0.78043,0.12145,50.9,,36.2,,0.0,,1.41074,1.03567,2.39751,0.89935,0.68882,3.98568,3.50355,2.08166,0.90925,1.40507,4.39597,3.63424,2024-09-20,8.0,6.0,4.0,36.0,1.0,0.0,36.0,2019-08-22,9.0,9.0,0.0,36.0,1.0,0.0,36.0,2018-04-17,13.0,13.0,0.0,60.0,1.0,0.0,60.0,40.0,1,1,,0,0.0,0,0,"305 COLLEGE PARKWAY,ARNOLD,MD,21012",39.0498,-76.503,,2025-03-01
215187.0,STERLING CARE BETHESDA,5721 GROSVENOR LANE,BETHESDA,MD,20814,3015301600,150,Montgomery,For profit - Corporation,200,171.1,,Medicare and Medicaid,N,BETHESDA SNF OPERATOR LLC,1989-02-10,STERLING CARE,492.0,Y,,N,Y,N,Resident,Yes,3.0,,3.0,,4.0,,5.0,,3.0,,2.0,,,,1.50265,1.02774,0.40454,1.43227,2.93492,2.66991,0.30856,0.03888,47.8,,74.1,,1.0,,1.2292,0.90239,2.08898,0.78362,0.60018,3.47277,3.05268,1.65585,1.13252,0.44578,3.23415,2.94213,2020-01-31,10.0,10.0,0.0,52.0,1.0,0.0,52.0,2019-03-15,15.0,14.0,1.0,64.0,1.0,0.0,64.0,2018-03-02,21.0,21.0,0.0,80.0,1.0,0.0,80.0,60.667,0,0,,0,0.0,0,0,"5721 GROSVENOR LANE,BETHESDA,MD,20814",39.0226,-77.114,,2025-03-01
215197.0,FOX CHASE HEALTHCARE,2015 EAST-WEST HIGHWAY,SILVER SPRING,MD,20910,3015872400,150,Montgomery,For profit - Corporation,87,69.0,,Medicare and Medicaid,N,SUMMIT HILLS MD OPCO,1989-09-01,,,N,,N,Y,N,Resident,Yes,1.0,,1.0,,4.0,,5.0,,3.0,,3.0,,,,1.87736,0.89331,0.52283,1.41614,3.2935,2.9784,0.31884,0.18394,63.9,,60.0,,1.0,,1.17371,0.86165,1.99467,0.74824,0.57308,3.31599,2.91487,2.16658,1.03093,0.60338,3.80088,3.43724,2020-01-17,19.0,19.0,0.0,156.0,1.0,0.0,156.0,2019-01-18,20.0,6.0,14.0,195.0,1.0,0.0,195.0,2018-01-08,14.0,14.0,0.0,56.0,1.0,0.0,56.0,152.333,5,2,,2,75124.77,0,2,"2015 EAST-WEST HIGHWAY,SILVER SPRING,MD,20910",38.9952,-77.043,,2025-03-01
215200.0,BROOKE GROVE REHAB. & NSG CTR,18131 SLADE SCHOOL ROAD,SANDY SPRING,MD,20860,3019245176,150,Montgomery,Non profit - Corporation,190,176.3,,Medicare and Medicaid,N,"BROOKE GROVE FOUNDATION, INC.",1989-06-02,,,Y,,N,Y,N,Both,Yes,4.0,,4.0,,2.0,,2.0,,2.0,,3.0,,,,2.44907,0.81842,0.96502,1.78343,4.23251,3.70049,0.56876,0.14082,,6.0,,6.0,,6.0,1.45977,1.07166,2.48082,0.9306,0.71276,4.12418,3.62529,2.2725,0.75941,0.89544,3.92735,3.43369,2020-02-28,8.0,8.0,0.0,28.0,1.0,0.0,28.0,2019-02-15,15.0,15.0,0.0,52.0,1.0,0.0,52.0,2018-01-10,12.0,12.0,0.0,44.0,1.0,0.0,44.0,38.667,0,0,,0,0.0,0,0,"18131 SLADE SCHOOL ROAD,SANDY SPRING,MD,20860",39.1548,-77.04,,2025-03-01
215211.0,FRIENDS NURSING HOME,17340 QUAKER LANE,SANDY SPRING,MD,20860,3019247531,150,Montgomery,Non profit - Church related,82,65.3,,Medicare and Medicaid,N,FRIENDS HOUSE RETIREMENT COMMUNITY INC,1990-01-01,,,Y,,N,Y,N,Resident,Yes,5.0,,5.0,,4.0,,3.0,,4.0,,3.0,,,,2.29921,1.00694,0.6289,1.63585,3.93506,3.42707,0.60018,0.21621,34.2,,55.6,,2.0,,1.27493,0.93597,2.1667,0.81277,0.62251,3.60198,3.16626,2.44274,1.0698,0.66816,4.18071,3.64101,2021-05-20,3.0,3.0,0.0,8.0,1.0,0.0,8.0,2019-11-21,4.0,4.0,0.0,12.0,1.0,0.0,12.0,2018-10-10,6.0,6.0,0.0,16.0,1.0,0.0,16.0,10.667,0,0,,8,22966.26,0,8,"17340 QUAKER LANE,SANDY SPRING,MD,20860",39.1393,-77.028,,2025-03-01
215212.0,STERLING CARE HILLHAVEN,3210 POWDER MILL ROAD,ADELPHI,MD,20783,3019373939,160,Prince Georges,For profit - Limited Liability company,66,62.4,,Medicare and Medicaid,N,HILLHAVEN SNF OPERATOR LLC,1989-11-01,STERLING CARE,492.0,N,,N,Y,N,Resident,Yes,5.0,,5.0,,5.0,,5.0,,5.0,,3.0,,,,4.13484,0.69704,0.95577,1.65282,5.78766,5.10398,0.71189,0.05805,,6.0,,6.0,,6.0,1.70484,1.25157,2.89731,1.08684,0.83242,4.81656,4.23392,3.2852,0.55381,0.75938,4.59839,4.05519,2022-05-25,7.0,7.0,1.0,28.0,1.0,0.0,28.0,2018-11-13,2.0,2.0,0.0,8.0,1.0,0.0,8.0,2017-07-20,1.0,1.0,1.0,4.0,0.0,0.0,4.0,17.333,0,0,1.0,3,4960.63,0,3,"3210 POWDER MILL ROAD,ADELPHI,MD,20783",39.0331,-76.951,,2025-03-01
215224.0,AUTUMN LAKE HEALTHCARE AT SILVER SPRING,2501 MUSGROVE ROAD,SILVER SPRING,MD,20904,3018905552,150,Montgomery,For profit - Corporation,148,133.6,,Medicare and Medicaid,N,2501 MUSGROVE ROAD OPCO LLC,1990-07-01,,,N,,N,N,N,Resident,Yes,3.0,,3.0,,3.0,,4.0,,2.0,,3.0,,,,1.96196,0.99926,0.5862,1.58546,3.54742,3.28105,0.57053,0.0,19.2,,35.0,,1.0,,1.40393,1.03067,2.38592,0.89501,0.68549,3.96642,3.48661,1.89292,0.96409,0.56557,3.42258,3.16559,2024-12-06,8.0,8.0,6.0,84.0,1.0,0.0,84.0,2019-08-02,15.0,9.0,6.0,52.0,1.0,0.0,52.0,2018-09-27,10.0,10.0,0.0,40.0,1.0,0.0,40.0,66.0,0,0,,0,0.0,0,0,"2501 MUSGROVE ROAD,SILVER SPRING,MD,20904",39.0678,-76.959,,2025-03-01
215228.0,ALTHEA WOODLAND NURSING HOME,1000 DALEVIEW DRIVE,SILVER SPRING,MD,20901,3014342646,150,Montgomery,For profit - Individual,50,45.5,,Medicare and Medicaid,N,"SILVER SPRING HEALTH, LLC",1991-06-01,,,N,,N,Y,N,Resident,Yes,4.0,,4.0,,3.0,,3.0,,,2.0,2.0,,,,2.15103,0.90509,0.38393,1.28903,3.44005,2.92146,0.38865,0.0,,6.0,,6.0,,6.0,1.16916,0.85831,1.98694,0.74534,0.57086,3.30314,2.90357,2.49206,1.04859,0.44481,3.98546,3.38465,2021-04-09,6.0,3.0,3.0,24.0,1.0,0.0,24.0,2019-07-11,10.0,10.0,0.0,36.0,1.0,0.0,36.0,2018-06-22,16.0,16.0,0.0,56.0,1.0,0.0,56.0,33.333,0,0,,1,662.73,0,1,"1000 DALEVIEW DRIVE,SILVER SPRING,MD,20901",39.0084,-76.992,,2025-03-01
215231.0,CLINTON HEALTHCARE  CENTER,9211 STUART LANE,CLINTON,MD,20735,3018683600,160,Prince Georges,For profit - Corporation,267,232.3,,Medicare and Medicaid,N,"CLINTON NURSING, LLC",1991-06-06,COMMUNICARE HEALTH,153.0,N,,N,N,N,Resident,Yes,1.0,,1.0,,1.0,20.0,1.0,20.0,,20.0,3.0,,,,1.80258,0.87843,0.56194,1.44037,3.24295,2.67774,0.38615,0.06276,31.4,,33.3,,0.0,,1.19601,0.87802,2.03257,0.76246,0.58397,3.37899,2.97025,2.04149,0.99485,0.63642,3.67276,3.03264,2023-05-16,40.0,35.0,16.0,439.0,2.0,220.0,659.0,2019-03-14,13.0,8.0,5.0,135.0,1.0,0.0,135.0,2017-11-01,14.0,14.0,0.0,76.0,1.0,0.0,76.0,387.167,0,0,,1,14891.5,1,2,"9211 STUART LANE,CLINTON,MD,20735",38.7631,-76.884,,2025-03-01
215234.0,CARRIAGE HILL BETHESDA,5215 CEDAR LANE,BETHESDA,MD,20814,3018975500,150,Montgomery,For profit - Corporation,108,98.4,,Medicare and Medicaid,N,CARRIAGE HILL OPCO LLC,1991-08-08,VIERRA COMMUNITIES,597.0,N,,N,Y,N,Resident,Yes,3.0,,3.0,,4.0,,3.0,,4.0,,4.0,,,,1.95086,1.03107,0.7929,1.82397,3.77483,3.232,0.37285,0.12131,32.1,,28.6,,0.0,,1.37573,1.00996,2.338,0.87703,0.67172,3.88675,3.41658,1.92079,1.01518,0.78067,3.71664,3.18218,2020-02-14,7.0,7.0,0.0,28.0,1.0,0.0,28.0,2019-01-07,7.0,7.0,0.0,16.0,1.0,0.0,16.0,2018-02-01,25.0,7.0,18.0,207.0,1.0,0.0,207.0,53.833,0,4,20.0,2,99001.5,0,2,"5215 CEDAR LANE,BETHESDA,MD,20814",39.0055,-77.103,,2025-03-01
