State,CMS Certification Number (CCN),Provider Name,Address,City/Town,ZIP Code,Telephone Number,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,Footnote for quality of patient care star rating,Numerator for how often the home health team began their patients' care in a timely manner,Denominator for how often the home health team began their patients' care in a timely manner,How often the home health team began their patients' care in a timely manner,Footnote for how often the home health team began their patients' care in a timely manner,Numerator for how often the home health team determined whether patients received a flu shot for the current flu season,Denominator for how often the home health team determined whether patients received a flu shot for the current flu season,How often the home health team determined whether patients received a flu shot for the current flu season,Footnote for how often the home health team determined whether patients received a flu shot for the current flu season,Numerator for how often patients got better at walking or moving around,Denominator for how often patients got better at walking or moving around,How often patients got better at walking or moving around,Footnote for how often patients got better at walking or moving around,Numerator for how often patients got better at getting in and out of bed,Denominator for how often patients got better at getting in and out of bed,How often patients got better at getting in and out of bed,Footnote for how often patients got better at getting in and out of bed,Numerator for how often patients got better at bathing,Denominator for how often patients got better at bathing,How often patients got better at bathing,Footnote for how often patients got better at bathing,Numerator for how often patients' breathing improved,Denominator for how often patients' breathing improved,How often patients' breathing improved,Footnote for how often patients' breathing improved,Numerator for how often patients got better at taking their drugs correctly by mouth,Denominator for how often patients got better at taking their drugs correctly by mouth,How often patients got better at taking their drugs correctly by mouth,Footnote for how often patients got better at taking their drugs correctly by mouth,Numerator for Changes in skin integrity post-acute care: pressure ulcer/injury,Denominator for Changes in skin integrity post-acute care: pressure ulcer/injury,Changes in skin integrity post-acute care: pressure ulcer/injury,Footnote Changes in skin integrity post-acute care: pressure ulcer/injury,Numerator for how often physician-recommended actions to address medication issues were completely timely,Denominator for how often physician-recommended actions to address medication issues were completely timely,How often physician-recommended actions to address medication issues were completely timely,Footnote for how often physician-recommended actions to address medication issues were completely timely,Numerator for Percent of Residents Experiencing One or More Falls with Major Injury,Denominator for Percent of Residents Experiencing One or More Falls with Major Injury,Percent of Residents Experiencing One or More Falls with Major Injury,Footnote for Percent of Residents Experiencing One or More Falls with Major Injury,Numerator for Discharge Function Score,Denominator for Discharge Function Score,Discharge Function Score,Footnote for Discharge Function Score,Numerator for Transfer of Health Information to the Provider,Denominator for Transfer of Health Information to the Provider,Transfer of Health Information to the Provider,Footnote for Transfer of Health Information to the Provider,Numerator for Transfer of Health Information to the Patient,Denominator for Transfer of Health Information to the Patient,Transfer of Health Information to the Patient,Footnote for Transfer of Health Information to the Patient,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,Footnote for DTC Risk-Standardized Rate,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,Footnote for PPR Risk-Standardized Rate,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,Footnote for PPH Risk-Standardized Rate,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","Footnote for how much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
MD,217123,HOMECALL,"4701 MOUNT HOPE DRIVE, SUITE A",BALTIMORE,21215,4106440105,PROPRIETARY,Yes,Yes,Yes,No,Yes,No,09/14/1987,2.5,-,556,591,94.1,-,151,338,44.7,-,347,430,81.2,-,372,428,84.9,-,363,429,82.9,-,344,425,80,-,365,424,85.5,-,1,459,0.1,-,548,591,92.7,-,4,585,0.7,-,224,428,52.34,-,-,-,-,The number of patient episodes for this measure is too small to report.,399,445,89.66,-,419,561,74.69,84.97,81.48,87.47,Better Than National Rate,-,14,290,4.83,3.85,2.85,5.19,Same As National Rate,-,25,304,8.22,7.54,5.74,10.01,Same As National Rate,-,0.95,-,836
MD,217131,JOHNS HOPKINS PEDIATRICS AT HOME INC,"5901 HOLABIRD AVENUE, SUITE A",BALTIMORE,21224,4102888000,PROPRIETARY,Yes,Yes,Yes,No,Yes,No,02/19/1993,-,The number of patient episodes for this measure is too small to report.,37,40,92.5,-,12,30,40,-,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,The number of patient episodes for this measure is too small to report.,0,24,0,-,39,40,97.5,-,0,40,0,-,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,5,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,2,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,1,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,The number of patient episodes for this measure is too small to report.,15
MD,217134,REVIVAL HOMECARE AGENCY - BALTIMORE,"4701 MOUNT HOPE DRIVE, SUITE B",BALTIMORE,21215,4102351060,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,07/20/1994,3,-,"2,055","2,333",88.1,-,947,"1,366",69.3,-,"1,487","1,687",85.1,-,"1,509","1,687",85.8,-,"1,506","1,688",86,-,"1,527","1,607",91.3,-,"1,457","1,681",82.1,-,1,"1,703",0,-,"2,243","2,338",95.9,-,7,"2,326",0.3,-,803,"1,678",47.85,-,121,139,87.05,-,"1,454","1,564",92.97,-,751,"1,176",63.86,75.99,72.69,78.6,Same As National Rate,-,14,374,3.74,3.68,2.73,4.9,Same As National Rate,-,63,536,11.75,9.55,7.56,11.81,Same As National Rate,-,1.07,-,"1,760"
MD,217136,"INSPIRED HOMECARE OF MARYLAND, LLC","725 MOUNT WILSON LANE, STE 134",BALTIMORE,21208,4106022843,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,09/14/1995,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,28,44,63.64,69.17,57.38,80.03,Same As National Rate,-,-,18,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,1,21,4.76,9.06,4.88,17.18,Same As National Rate,-,1.2,-,79
MD,217137,CHARLESTOWN HOME HEALTH AGENCY,715 MAIDEN CHOICE LANE,CATONSVILLE,21228,4107378825,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,10/19/1995,3,-,313,329,95.1,-,172,193,89.1,-,237,271,84.8,-,230,271,83.1,-,225,271,81.7,-,233,252,90.6,-,197,267,72.1,-,0,275,0,-,318,329,96.7,-,3,329,0.9,-,203,271,74.91,-,-,-,-,The number of patient episodes for this measure is too small to report.,268,269,99.63,-,289,357,80.95,87.91,84.3,91.62,Better Than National Rate,-,4,188,2.13,3.6,2.36,5.03,Same As National Rate,-,6,186,3.23,5.59,3.54,8.82,Better Than National Rate,-,1,-,408
MD,217138,"CHESAPEAKE - POTOMAC HOME HEALTH AGENCY, INC.",7627 LEONARDTOWN ROAD,HUGHESVILLE,20637,3012749000,PROPRIETARY,Yes,Yes,Yes,No,Yes,Yes,12/04/1995,3.5,-,"1,652","1,667",99.1,-,621,990,62.7,-,984,"1,145",84.2,-,"1,006","1,136",87.2,-,"1,024","1,159",86.4,-,602,668,91.3,-,"1,008","1,131",86.9,-,13,"1,322",0.8,-,"1,649","1,667",98.9,-,17,"1,664",1,-,977,"1,158",84.37,-,31,31,100,-,"1,275","1,291",98.76,-,"1,700","2,081",81.69,90.49,88.95,91.93,Better Than National Rate,-,74,"1,690",4.38,3.78,3.15,4.41,Same As National Rate,-,95,962,9.88,8.37,6.98,9.66,Better Than National Rate,-,0.91,-,"2,500"
MD,217139,VNA OF MARYLAND- EASTON,"29516 CANVASBACK DRIVE,  FL 2",EASTON,21601,4108206052,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,05/15/1996,3.5,-,383,411,93.2,-,93,212,43.9,-,328,344,91,-,328,341,91.6,-,325,344,89.4,-,229,258,87.9,-,314,334,86.4,-,0,352,0,-,351,412,85.2,-,2,412,0.5,-,283,343,82.51,-,20,20,100,-,323,332,97.29,-,780,889,87.74,88.06,86.22,89.8,Better Than National Rate,-,14,426,3.29,3.63,2.67,4.9,Same As National Rate,-,26,411,6.33,7.97,5.6,10.52,Same As National Rate,-,0.94,-,"1,039"
MD,217142,VNA OF MARYLAND- CHESTERTOWN,103 BROWN STREET,CHESTERTOWN,21620,4107781049,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,02/01/1997,5,-,469,483,97.1,-,203,297,68.4,-,340,371,93,-,356,371,94.6,-,354,372,93.5,-,339,347,98.5,-,348,371,93.1,-,0,402,0,-,456,483,94.4,-,7,479,1.5,-,311,368,84.51,-,26,28,92.86,-,363,374,97.06,-,587,692,84.83,91.36,88.85,93.84,Better Than National Rate,-,19,463,4.1,3.94,2.92,5.19,Same As National Rate,-,18,342,5.26,6.1,4.24,8.64,Better Than National Rate,-,1.07,-,843
MD,217149,AMEDISYS HOME HEALTH CARE,1401 MERCANTILE LANE SUITE 351,LARGO,20774,3013226023,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/24/2000,3.5,-,"1,962","2,075",94.6,-,927,"1,349",68.7,-,"1,271","1,417",89.5,-,"1,276","1,416",89.3,-,"1,242","1,417",87.4,-,"1,199","1,275",94.4,-,"1,225","1,413",87.4,-,1,"1,465",0,-,"2,007","2,075",96.7,-,23,"2,047",1.1,-,846,"1,409",60.04,-,67,148,45.27,-,987,"1,317",74.94,-,"1,914","2,928",65.37,72.15,70.24,73.69,Worse Than National Rate,-,41,"1,102",3.72,3.74,3.05,4.66,Same As National Rate,-,148,"1,379",10.73,9.38,8.22,10.91,Same As National Rate,-,0.97,-,"4,297"
MD,217150,MEDSTAR HEALTH HOME CARE,"6404 IVY LN, STE 110",HYATTSVILLE,20782,2409652929,NON-PROFIT,Yes,Yes,Yes,Yes,Yes,Yes,08/01/2002,4,-,"6,298","6,575",95.8,-,"2,908","4,067",71.5,-,"4,445","4,969",90.2,-,"4,387","4,901",91.4,-,"4,504","4,987",89.4,-,"3,871","4,152",95.6,-,"4,014","4,645",88.3,-,12,"5,130",0.3,-,"6,261","6,577",95.2,-,40,"6,512",0.6,-,"3,559","4,989",71.34,-,367,433,84.76,-,"4,173","4,697",88.84,-,"4,848","6,405",75.69,80.95,79.84,82.11,Better Than National Rate,-,122,"3,622",3.37,3.65,3.17,4.2,Same As National Rate,-,221,"3,258",6.78,6.67,5.94,7.49,Better Than National Rate,-,0.97,-,"8,093"
MD,217151,AMEDISYS HOME HEALTH,"107 CHESAPEAKE BLVD, SUITE 124",ELKTON,21921,4103984733,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,06/21/2003,4.5,-,"1,710","1,723",99.2,-,879,"1,110",79.2,-,"1,158","1,198",91.8,-,"1,167","1,199",94.6,-,"1,169","1,199",93.1,-,"1,168","1,200",93.3,-,"1,153","1,191",91.2,-,2,"1,231",0.2,-,"1,714","1,723",99.5,-,19,"1,720",1.1,-,898,"1,191",75.4,-,30,37,81.08,-,"1,107","1,194",92.71,-,"1,742","2,311",75.38,84.56,82.73,86.42,Better Than National Rate,-,67,"1,637",4.09,3.88,3.15,4.75,Same As National Rate,-,116,"1,070",10.84,8.67,7.4,10.22,Same As National Rate,-,0.99,-,"3,265"
MD,217152,AMERICARE IN HOME NURSING,10905 FORT WASHINGTON ROAD,FORT WASHINGTON,20744,8002969002,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,12/05/2003,4.5,-,"1,757","1,833",95.9,-,768,"1,219",63,-,"1,222","1,344",90.5,-,"1,235","1,338",93.3,-,"1,213","1,334",94.2,-,"1,117","1,161",95.6,-,"1,239","1,321",93,-,2,"1,382",0,-,"1,834","1,846",99.3,-,10,"1,845",0.5,-,775,"1,347",57.54,-,76,104,73.08,-,"1,066","1,272",83.81,-,907,"1,201",75.52,81.81,79.38,84.06,Better Than National Rate,-,34,892,3.81,3.8,3,4.83,Same As National Rate,-,58,624,9.29,8.42,6.78,10.37,Same As National Rate,-,0.96,-,"1,510"
MD,217153,REVIVAL HOMECARE AGENCY-MARYLAND,187 EAST MAIN STREET,WESTMINSTER,21157,4107512429,NON-PROFIT,Yes,Yes,Yes,Yes,Yes,Yes,03/24/2004,2.5,-,704,736,95.7,-,219,450,48.7,-,399,510,79,-,415,503,85.5,-,403,513,80.2,-,363,469,78.5,-,375,476,78.5,-,6,538,1.1,-,564,742,76,-,6,741,0.8,-,359,522,68.77,-,39,52,75,-,389,486,80.04,-,310,409,75.79,84.74,81.06,88.08,Better Than National Rate,-,20,333,6.01,4.46,3.4,5.94,Same As National Rate,-,23,194,11.86,11.23,8.06,14.95,Same As National Rate,-,1.05,-,665
MD,217154,"PROFESSIONAL HEALTHCARE RESOURCES OF MARYLAND, INC.","10605 CONCORD STREET, SUITE 309",KENSINGTON,20895,2403950000,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,04/25/2005,3,-,501,501,100,-,280,307,91.2,-,309,369,81.7,-,326,369,85.6,-,306,369,81,-,248,331,77,-,306,366,82,-,0,377,0,-,433,501,86.4,-,5,497,1,-,252,367,68.66,-,37,52,71.15,-,267,325,82.15,-,501,725,69.1,76.94,73.47,80.12,Same As National Rate,-,16,352,4.55,4.14,3.07,5.37,Same As National Rate,-,39,326,11.96,10.35,8.03,13.46,Same As National Rate,-,0.98,-,"1,161"
MD,217155,"OAK CREST VILLAGE, INC.",8820 WALTHER BLVD,BALTIMORE,21234,4106573593,NON-PROFIT,Yes,Yes,Yes,Yes,Yes,Yes,02/28/2006,2,-,290,317,91.5,-,195,207,94.2,-,215,265,77.8,-,209,263,78.6,-,214,265,79.7,-,181,262,70.4,-,175,260,63.7,-,2,271,1,-,288,318,90.6,-,2,318,0.6,-,189,264,71.59,-,94,98,95.92,-,172,173,99.42,-,284,370,76.76,86.81,82.29,90.33,Better Than National Rate,-,9,241,3.73,3.88,2.81,5.57,Same As National Rate,-,15,177,8.47,8.74,5.72,12.33,Same As National Rate,-,1,-,398
MD,217156,"RIDERWOOD VILLAGE, INC.",3120 GRACEFIELD ROAD,SILVER SPRING,20904,3015728375,NON-PROFIT,Yes,Yes,Yes,Yes,No,Yes,02/21/2006,3.5,-,445,451,98.7,-,260,270,96.3,-,366,394,90,-,367,392,90.4,-,363,395,89.3,-,364,391,88.9,-,338,394,81.4,-,1,400,0.4,-,436,451,96.7,-,1,449,0.2,-,307,394,77.92,-,72,81,88.89,-,314,319,98.43,-,466,548,85.04,92.12,89.21,94.84,Better Than National Rate,-,14,284,4.93,4.33,3.28,5.75,Same As National Rate,-,12,288,4.17,5.81,4.22,8.92,Better Than National Rate,-,0.94,-,625
MD,217157,ENHABIT HOME HEALTH,"801 E NAYLOR MILL RD, UNIT D",SALISBURY,21804,4102195540,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,11/16/2007,2.5,-,518,566,91.5,-,182,350,52,-,318,368,84.1,-,324,366,87.3,-,314,369,82.8,-,319,384,82.2,-,303,363,83.2,-,0,406,0,-,561,566,99.1,-,7,563,1.2,-,304,364,83.52,-,-,-,-,The number of patient episodes for this measure is too small to report.,383,390,98.21,-,826,"1,034",79.88,84.32,81.81,86.37,Better Than National Rate,-,28,766,3.66,4,3.01,5.24,Same As National Rate,-,56,470,11.91,11.06,9.03,14.14,Same As National Rate,-,1.07,-,"1,454"
MD,217158,"BAYADA HOME HEALTH CARE, INC",352A CHRISTOPHER AVENUE,GAITHERSBURG,20879,3019776400,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/27/2009,4.5,-,"3,070","3,088",99.4,-,"1,728","2,030",85.1,-,"1,666","1,956",91.3,-,"1,749","1,956",92.6,-,"1,743","1,956",94.2,-,"2,063","2,185",93.2,-,"1,472","1,954",94.3,-,13,"2,505",0.2,-,"3,046","3,088",98.6,-,59,"3,087",1.9,-,918,"1,951",47.05,-,137,143,95.8,-,"2,343","2,362",99.2,-,"2,563","3,296",77.76,83.97,82.59,85.53,Better Than National Rate,-,29,765,3.79,3.96,2.93,5.05,Same As National Rate,-,160,"1,951",8.2,8.6,7.46,9.82,Better Than National Rate,-,1,-,"4,952"
MD,217159,INTERIM HOME HEALTH,201 RUSSELL AVENUE,GAITHERSBURG,20877,3012165697,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,10/27/2009,3,-,185,185,100,-,131,135,97,-,95,137,75,-,96,136,76.9,-,101,138,81.1,-,73,98,85.2,-,79,131,69.2,-,0,149,0,-,175,185,94.6,-,3,184,1.6,-,65,136,47.79,-,56,69,81.16,-,69,80,86.25,-,263,355,74.08,78.89,74.41,81.92,Same As National Rate,-,7,144,4.86,4.11,2.96,6.03,Same As National Rate,-,6,136,4.41,6.83,4.46,10.48,Same As National Rate,-,1.04,-,610
MD,217160,ENHABIT HOME HEALTH,1395 PICCARD DRIVE SUITE 310,ROCKVILLE,20850,8889235842,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,02/24/2010,2.5,-,187,229,81.7,-,89,122,73,-,161,189,84.7,-,163,188,84.3,-,163,189,85.7,-,87,123,74.3,-,151,183,82.8,-,0,198,0,-,217,230,94.3,-,0,225,0,-,128,190,67.37,-,21,24,87.5,-,165,174,94.83,-,302,395,76.46,80.83,76.67,84.61,Better Than National Rate,-,2,99,2.02,3.7,2.74,5.36,Same As National Rate,-,9,153,5.88,7.75,4.95,12.14,Same As National Rate,-,1.08,-,532
MD,217161,"KIDSCARE HOME HEALTH OF MARYLAND, LLC",1122 KENILWORTH DRIVE SUITE 501A,TOWSON,21204,4104865330,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,08/03/2010,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-
MD,217162,ENHABIT HOME HEALTH,"11155 DOLFIELD BOULEVARD, SUITE 212",OWINGS MILLS,21117,8878098388,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,09/29/2010,3.5,-,189,197,95.9,-,74,133,55.6,-,144,163,85.1,-,153,163,89.1,-,152,163,88.7,-,110,122,88.6,-,147,156,87.8,-,0,164,0,-,191,197,97,-,0,192,0,-,127,163,77.91,-,-,-,-,The number of patient episodes for this measure is too small to report.,157,157,100,-,147,179,82.12,86.32,80.66,90.09,Better Than National Rate,-,4,76,5.26,3.98,2.73,5.62,Same As National Rate,-,2,98,2.04,5.91,3.31,9.38,Better Than National Rate,-,1.16,-,209
MD,217163,COMPREHENSIVE HOME HEALTH CARE AGENCY,"12510 PROSPERITY DRIVE, SUITE 140",SILVER SPRING,20904,3016221260,GOVERNMENT OPERATED,Yes,Yes,No,Yes,No,Yes,11/23/2010,-,The number of patient episodes for this measure is too small to report.,40,41,97.6,-,28,33,84.8,-,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,0,20,0,-,37,41,90.2,-,2,41,4.9,-,9,20,45,-,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,67,150,44.67,46.35,39.4,52.53,Worse Than National Rate,-,6,93,6.45,4.33,3.09,6.23,Same As National Rate,-,4,51,7.84,10.12,5.97,17.3,Same As National Rate,-,1.06,-,178
MD,217164,COMPREHENSIVE HOME HEALTH SERVICES,"8817 BELAIR ROAD, SUITE 203",BALTIMORE,21236,4105290078,PROPRIETARY,Yes,Yes,No,No,No,Yes,05/05/2011,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-
MD,217165,"HUMAN TOUCH HOME HEALTH OF MARYLAND, INC","2141 INDUSTRIAL PARKWAY, SUITE 207",SILVER SPRING,20904,2405827563,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,02/10/2017,3.5,-,"1,208","1,226",98.5,-,569,713,79.8,-,811,954,85.7,-,822,944,86.8,-,824,956,86.2,-,509,602,89,-,795,899,87.8,-,1,978,0.1,-,"1,096","1,233",88.9,-,2,"1,223",0.2,-,671,966,69.46,-,28,51,54.9,-,766,926,82.72,-,137,203,67.49,68.9,62.68,75.22,Worse Than National Rate,-,3,90,3.33,3.92,2.68,6.16,Same As National Rate,-,7,132,5.3,7.41,4.59,12.08,Same As National Rate,-,0.85,-,271
MD,217166,MINERVA HOME HEALTHCARE INC.,9120 CHESAPEAKE AVENUE,NORTH BEACH,20714,2406035025,NON-PROFIT,Yes,Yes,Yes,Yes,Yes,Yes,06/01/2020,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-
MD,217809,GARRETT COUNTY HEALTH DEPARTMENT,1025 MEMORIAL AVENUE,OAKLAND,21550,3013347750,GOVERNMENT OPERATED,Yes,Yes,Yes,Yes,Yes,Yes,07/01/1987,3.5,-,503,584,86.1,-,233,327,71.3,-,408,464,88.6,-,410,451,91.3,-,395,453,86.6,-,359,399,90.3,-,333,422,81.3,-,4,481,0.8,-,575,584,98.5,-,3,581,0.5,-,383,471,81.32,-,14,20,70,-,435,461,94.36,-,595,747,79.65,86.75,84.34,89.48,Better Than National Rate,-,31,613,5.06,4.33,3.47,5.75,Same As National Rate,-,25,359,6.96,6.63,5.15,9.46,Better Than National Rate,-,0.88,-,766
