State,CMS Certification Number (CCN),Provider Name,Address,City/Town,ZIP Code,Telephone Number,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,Footnote for quality of patient care star rating,Numerator for how often the home health team began their patients' care in a timely manner,Denominator for how often the home health team began their patients' care in a timely manner,How often the home health team began their patients' care in a timely manner,Footnote for how often the home health team began their patients' care in a timely manner,Numerator for how often the home health team determined whether patients received a flu shot for the current flu season,Denominator for how often the home health team determined whether patients received a flu shot for the current flu season,How often the home health team determined whether patients received a flu shot for the current flu season,Footnote for how often the home health team determined whether patients received a flu shot for the current flu season,Numerator for how often patients got better at walking or moving around,Denominator for how often patients got better at walking or moving around,How often patients got better at walking or moving around,Footnote for how often patients got better at walking or moving around,Numerator for how often patients got better at getting in and out of bed,Denominator for how often patients got better at getting in and out of bed,How often patients got better at getting in and out of bed,Footnote for how often patients got better at getting in and out of bed,Numerator for how often patients got better at bathing,Denominator for how often patients got better at bathing,How often patients got better at bathing,Footnote for how often patients got better at bathing,Numerator for how often patients' breathing improved,Denominator for how often patients' breathing improved,How often patients' breathing improved,Footnote for how often patients' breathing improved,Numerator for how often patients got better at taking their drugs correctly by mouth,Denominator for how often patients got better at taking their drugs correctly by mouth,How often patients got better at taking their drugs correctly by mouth,Footnote for how often patients got better at taking their drugs correctly by mouth,Numerator for Changes in skin integrity post-acute care: pressure ulcer/injury,Denominator for Changes in skin integrity post-acute care: pressure ulcer/injury,Changes in skin integrity post-acute care: pressure ulcer/injury,Footnote Changes in skin integrity post-acute care: pressure ulcer/injury,Numerator for how often physician-recommended actions to address medication issues were completely timely,Denominator for how often physician-recommended actions to address medication issues were completely timely,How often physician-recommended actions to address medication issues were completely timely,Footnote for how often physician-recommended actions to address medication issues were completely timely,Numerator for Percent of Residents Experiencing One or More Falls with Major Injury,Denominator for Percent of Residents Experiencing One or More Falls with Major Injury,Percent of Residents Experiencing One or More Falls with Major Injury,Footnote for Percent of Residents Experiencing One or More Falls with Major Injury,Numerator for Discharge Function Score,Denominator for Discharge Function Score,Discharge Function Score,Footnote for Discharge Function Score,Numerator for Transfer of Health Information to the Provider,Denominator for Transfer of Health Information to the Provider,Transfer of Health Information to the Provider,Footnote for Transfer of Health Information to the Provider,Numerator for Transfer of Health Information to the Patient,Denominator for Transfer of Health Information to the Patient,Transfer of Health Information to the Patient,Footnote for Transfer of Health Information to the Patient,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,Footnote for DTC Risk-Standardized Rate,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,Footnote for PPR Risk-Standardized Rate,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,Footnote for PPH Risk-Standardized Rate,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","Footnote for how much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
VA,497673,"NORVA HOME HEALTH CARE, LLC","1041 STERLING ROAD, SUITE 105",HERNDON,20170,7039557417,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,09/28/2011,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,13,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,6,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,9,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,0.77,-,29
VA,497678,FIVE STAR HOME HEALTH CARE,"14900 BOGLE DRIVE, SUITE 310",CHANTILLY,20151,7036614555,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,03/20/2012,4,-,"1,366","1,388",98.4,-,621,864,71.9,-,834,896,90.4,-,840,893,91.5,-,845,896,91.5,-,814,874,90.7,-,808,873,88.3,-,3,924,0.2,-,"1,335","1,388",96.2,-,15,"1,368",1.1,-,539,894,60.29,-,89,99,89.90,-,797,825,96.61,-,"1,105","1,427",77.44,83.50,81.31,85.78,Better Than National Rate,-,49,928,5.28,4.67,3.80,5.83,Same As National Rate,-,85,806,10.55,9.00,7.70,10.64,Same As National Rate,-,1.01,-,"1,977"
VA,497688,AMERICAN CARE PARTNERS AT HOME INC,"6521 ARLINGTON BOULEVARD, SUITE 410",FALLS CHURCH,22042,7035324357,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,09/25/2012,3,-,49,53,92.5,-,16,31,51.6,-,32,45,90.5,-,34,45,87.4,-,33,45,85.3,-,20,29,78.5,-,19,38,69.3,-,0,46,0.0,-,48,54,88.9,-,0,54,0.0,-,26,44,59.09,-,21,26,80.77,-,18,20,90.00,-,38,49,77.55,77.87,67.10,87.01,Same As National Rate,-,-,7,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,2,27,7.41,9.10,4.73,15.38,Same As National Rate,-,0.88,-,83
VA,497689,"BEST HEALTH CARE SERVICES, LLC",9306-A OLD KEEN MILL RD,BURKE,22015,7034401131,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,11/08/2012,-,The number of patient episodes for this measure is too small to report.,28,30,93.3,-,12,22,54.5,-,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,29,30,96.7,-,1,30,3.3,-,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,18,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,7,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,12,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,0.97,-,86
VA,497692,"AMERICA'S NURSING, INC","4216 EVERGREEN LANE, SUITES 134 & 124",ANNANDALE,22003,7039988900,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,11/29/2012,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,2,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,The number of patient episodes for this measure is too small to report.,2
VA,497694,"CAREPEOPLE HOME HEALTH, INC",14631 ROUTE 29 - SUITE 401,CENTREVILLE,20121,5712974747,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,02/11/2013,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,3,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,2,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,The number of patient episodes for this measure is too small to report.,10
VA,497699,"DIAMOND HOME HEALTHCARE, INC","10511 JUDICIAL DR, STE 120",FAIRFAX,22030,7033791008,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,08/23/2013,3,-,215,215,100.0,-,104,120,86.7,-,124,162,75.6,-,145,163,85.6,-,118,162,76.3,-,132,156,84.4,-,128,161,76.6,-,0,168,0.0,-,213,215,99.1,-,1,215,0.5,-,100,163,61.35,-,36,41,87.80,-,111,127,87.40,-,155,215,72.09,73.40,68.65,79.23,Same As National Rate,-,2,58,3.45,3.77,2.62,5.42,Same As National Rate,-,7,100,7.00,9.45,6.15,15.57,Same As National Rate,-,1.00,-,350
VA,497714,HORIZONS HEALTHCARE SERVICES LLC,"3949 PENDER DR, STE 320",FAIRFAX,22030,7035370107,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,06/08/2015,4.5,-,"1,459","1,459",100.0,-,698,823,84.8,-,983,"1,066",87.8,-,"1,003","1,066",89.9,-,988,"1,066",92.6,-,958,987,94.4,-,952,"1,059",84.5,-,2,"1,075",0.2,-,"1,453","1,459",99.6,-,10,"1,459",0.7,-,740,"1,063",69.61,-,116,172,67.44,-,777,902,86.14,-,"2,756","3,706",74.37,77.86,76.52,79.03,Better Than National Rate,-,128,"2,893",4.42,4.63,4.04,5.28,Worse Than National Rate,-,76,"1,732",4.39,4.32,3.52,5.27,Better Than National Rate,-,0.92,-,"4,864"
VA,497719,PROSPECT HOMECARE AGENCY,8315 LEE HWY; STE 302,FAIRFAX,22031,2024135928,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,12/07/2015,3,-,599,609,98.4,-,370,387,95.6,-,304,433,78.8,-,308,432,78.3,-,338,435,85.8,-,305,338,93.7,-,305,414,85.5,-,1,438,0.0,-,605,609,99.3,-,2,609,0.3,-,225,434,51.84,-,116,162,71.60,-,206,273,75.46,-,428,560,76.43,81.70,78.66,85.43,Better Than National Rate,-,11,215,5.12,4.09,2.98,5.67,Same As National Rate,-,30,363,8.26,8.59,6.51,11.14,Same As National Rate,-,0.94,-,921
VA,497722,MINERVA HOME HEALTHCARE,1310 VINCENT PL SUITE B,MCLEAN,22101,5716556700,PROPRIETARY,Yes,Yes,No,No,No,No,03/17/2016,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-
VA,497724,PRIMA HOME HEALTH INC,14101 WILLARD ROAD SUITE C,CHANTILLY,20151,7039557800,PROPRIETARY,Yes,No,No,No,No,Yes,03/31/2016,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-
VA,497728,NOVA HOME HEALTH CARE LLC,11240 WAPLES MILL ROAD SUITE 202,FAIRFAX,22030,7038311111,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,06/13/2016,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,1,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,The number of patient episodes for this measure is too small to report.,2
VA,497730,BAYADA HOME HEALTH CARE INC,6066 LEESBURG PIKE SUITE 900,FALLS CHURCH,22041,7038202001,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,07/08/2016,4.5,-,"1,803","1,807",99.8,-,912,"1,118",81.6,-,784,931,92.5,-,809,931,93.7,-,815,931,96.5,-,"1,219","1,315",92.4,-,617,923,94.0,-,19,"1,486",0.9,-,"1,801","1,807",99.7,-,42,"1,804",2.3,-,417,925,45.08,-,100,103,97.09,-,"1,364","1,383",98.63,-,"1,926","2,422",79.52,84.22,83.07,86.08,Better Than National Rate,-,21,455,4.62,4.04,3.05,5.26,Same As National Rate,-,116,"1,269",9.14,9.77,8.34,11.51,Same As National Rate,-,1.05,-,"3,381"
VA,497736,"FRIENDS HEALTH CARE TEAM, INC",8003 FORBES PL STE 101,SPRINGFIELD,22151,5713508233,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,09/27/2016,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,12,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,6,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,8,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,0.51,-,21
VA,497749,DESTINY HOME CARE LLC,4021 WILLIAMSBURG COURT,FAIRFAX,22032,7039447100,PROPRIETARY,Yes,Yes,No,No,No,Yes,11/06/2017,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-
VA,497750,AHR HOME CARE,3022 JAVIER RD SUITE 104,FAIRFAX,22031,7032052412,PROPRIETARY,Yes,Yes,No,No,No,No,09/26/2017,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-
VA,497752,AVALON IN HOME NURSING AND REHABILITATION LLC,"6402 ARLINGTON BLVD., STE 720",FALLS CHURCH,22042,7032692238,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,01/29/2018,3,-,687,803,85.6,-,468,509,91.9,-,492,605,80.1,-,530,604,88.3,-,524,608,87.9,-,380,436,90.5,-,519,593,85.3,-,1,634,0.1,-,797,803,99.3,-,9,803,1.1,-,485,619,78.35,-,-,-,-,The number of patient episodes for this measure is too small to report.,604,618,97.73,-,881,"1,053",83.67,84.00,81.93,86.09,Better Than National Rate,-,17,554,3.07,3.84,2.88,5.09,Same As National Rate,-,53,540,9.81,11.89,9.21,14.90,Same As National Rate,-,0.96,-,"1,545"
VA,497754,GRACE HOME HEALTHCARE LLC,9735 MAIN STREET SUITE 200,FAIRFAX,22031,7038657370,PROPRIETARY,Yes,Yes,No,No,No,No,01/26/2018,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,The number of patient episodes for this measure is too small to report.,-,2,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,2,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,The number of patient episodes for this measure is too small to report.,7
VA,497759,TENDER TOUCH HEALTH CARE SERVICES LLC,"9990 FAIRFAX BLVD, STE 410",FAIRFAX,22030,7036590280,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,11/23/2018,3,-,58,63,92.1,-,30,38,78.9,-,50,51,92.7,-,49,51,89.6,-,49,51,93.4,-,25,39,62.6,-,36,50,64.6,-,0,53,0.0,-,62,63,98.4,-,1,63,1.6,-,37,51,72.55,-,-,-,-,The number of patient episodes for this measure is too small to report.,36,38,94.74,-,18,23,78.26,77.97,62.66,87.86,Same As National Rate,-,-,10,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,8,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,0.86,-,27
VA,497760,PROCARE HOME HEALTH,13800 COPPERMINE ROAD SUITE 157,HERNDON,20171,7038804884,PROPRIETARY,Yes,Yes,Yes,Yes,No,Yes,02/13/2019,2.5,-,45,54,83.3,-,6,31,19.4,-,36,49,80.4,-,27,48,66.3,-,32,49,70.7,-,43,48,92.1,-,18,45,59.1,-,0,50,0.0,-,51,55,92.7,-,0,54,0.0,-,26,49,53.06,-,1,28,3.57,-,9,22,40.91,-,17,45,37.78,43.61,32.92,57.23,Worse Than National Rate,-,-,8,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,1,33,3.03,8.23,3.84,16.65,Same As National Rate,-,0.65,-,58
VA,497761,EVERGREEN HEALTH CARE MANAGEMENT LLC,"4115 ANNANDALE ROAD, SUITE 208",ANNANDALE,22003,7035345049,PROPRIETARY,Yes,Yes,Yes,No,No,No,01/09/2019,2.5,-,30,30,100.0,-,22,24,91.7,-,16,27,74.3,-,7,27,49.3,-,22,27,80.2,-,22,27,85.2,-,4,24,37.5,-,0,27,0.0,-,30,30,100.0,-,0,30,0.0,-,8,27,29.63,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,27,27,100.00,-,25,34,73.53,73.43,60.90,85.75,Same As National Rate,-,-,7,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,13,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,0.60,-,63
VA,497762,"CARE WITH LOVE, LLC",10519 BRADDOCK RD SUITE A,FAIRFAX,22032,7039354070,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,04/09/2019,3,-,848,867,97.8,-,517,537,96.3,-,503,597,83.4,-,515,595,85.1,-,519,597,87.9,-,534,568,93.2,-,489,594,82.7,-,4,611,0.5,-,859,868,99.0,-,6,868,0.7,-,392,593,66.10,-,76,101,75.25,-,423,509,83.10,-,615,928,66.27,72.15,69.03,74.58,Worse Than National Rate,-,17,327,5.20,4.37,3.26,6.12,Same As National Rate,-,43,458,9.39,9.62,7.58,12.36,Same As National Rate,-,0.96,-,"1,343"
VA,497767,VELOCITY HOME HEALTHCARE LLC,698 PINE STREET,HERNDON,20170,7035743281,PROPRIETARY,Yes,Yes,No,No,No,No,01/23/2020,4,-,73,75,97.3,-,32,48,66.7,-,60,65,86.9,-,61,64,92.2,-,65,65,100.0,-,62,63,96.7,-,54,60,84.5,-,0,65,0.0,-,68,75,90.7,-,1,75,1.3,-,61,65,93.85,-,-,-,-,The number of patient episodes for this measure is too small to report.,52,52,100.00,-,69,80,86.25,83.98,76.95,89.44,Better Than National Rate,-,1,76,1.32,3.71,2.64,5.33,Same As National Rate,-,1,42,2.38,7.92,4.73,13.28,Same As National Rate,-,1.00,-,88
VA,497780,PASSION HOME HEALTH SOLUTIONS LLC,1880 HOWARD AVE SUITE 301A,VIENNA,22182,7034629141,-,-,-,-,-,-,-,10/25/2021,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,The number of patient episodes for this measure is too small to report.,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,-,-,The number of patient episodes for this measure is too small to report.,-,18,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,-,-,-,-,-,-,-,This measure currently does not have data or provider has been certified/recertified for less than 6 months.,-,13,-,-,-,-,Not Available,The number of patient episodes for this measure is too small to report.,1.28,-,29
